"NSS 2023 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q14: How often does feedback help you to improve your work?,131,200,,18,61,43,9,,0,60.3,65.8,-5.5,3.7,16.3,78.7,19.7,1.6,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q15: How easy was it to contact teaching staff when you needed to?,131,200,,55,54,21,1,,0,83.2,86.5,-3.3,2.8,16.3,60.9,37.2,1.9,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q16: How well have teaching staff supported your learning?,130,200,,40,73,16,1,,1,86.9,84.8,2.1,2.7,16.1,4.6,51.3,44.1,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q17: How well organised is your course?,131,200,,34,72,21,4,,0,80.9,74.4,6.6,3.3,16.3,0.3,10.8,88.9,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q18: How well were any changes to teaching on your course communicated?,125,200,,37,67,17,4,,6,83.2,79.3,3.9,3.2,16.1,2.4,31.2,66.4,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q19: How well have the IT resources and facilities supported your learning?,121,200,,49,54,13,5,,9,85.1,83.7,1.5,3.1,16.4,9.8,53.5,36.7,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",129,200,,74,47,4,4,,1,93.8,91.2,2.6,2.3,16.3,1.2,47.7,51,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",116,200,,49,58,6,3,,14,92.2,87.1,5.1,2.7,16.2,0.2,16.3,83.5,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q22: To what extent do you get the right opportunities to give feedback on your course?,128,200,,55,61,10,2,,1,90.6,83.8,6.8,2.7,16.3,0,5.8,94.1,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q23: To what extent are students' opinions about the course valued by staff?,128,200,,36,66,24,2,,1,79.7,77.8,1.9,3.3,16.4,9,48.1,42.9,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q24: How clear is it that students' feedback on the course is acted on?,123,200,,13,41,58,11,,5,43.9,55.1,-11.2,4.1,16,98.4,1.5,0,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q25: How well does the students' union (association or guild) represent students' academic interests?,113,200,,14,70,21,8,,15,74.3,67.2,7.2,3.8,15.7,0.6,10.6,88.8,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Q26: How well communicated was information about your university/college's mental wellbeing support services?,125,200,,26,57,32,10,,3,66.4,69.4,-3,3.7,16.2,55,37.9,7.1,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",127,200,,45,69,11,2,,1,89.8,88.9,0.8,2.5,18.2,8.7,66.4,24.9,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 1: Teaching on my course,131,200,,,,,,,,87.6,87.4,0.1,2.6,16.2,15.8,65.4,18.7,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 2: Learning opportunities,131,200,,,,,,,,77.5,80.8,-3.3,3.2,16.2,59.9,36.7,3.4,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 3: Assessment and feedback,131,200,,,,,,,,74.7,75.5,-0.8,3.4,16.2,31.2,52.5,16.3,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 4: Academic support,131,200,,,,,,,,85.1,85.7,-0.6,2.8,16.2,24.1,62.6,13.4,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 5: Organisation and management,131,200,,,,,,,,82.1,76.7,5.3,3.3,16.2,0.8,18.3,80.9,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 6: Learning resources,130,200,,,,,,,,90.6,87.6,3.1,2.6,16.3,1.6,39.7,58.7,131,65.5
Full-time,First degree,CAH2,CAH23-01,Combined and general studies,Theme 7: Student voice,129,200,,,,,,,,71.7,72.2,-0.4,3.6,16.3,28.3,51.2,20.5,131,65.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q01: How good are teaching staff at explaining things?,80,126,,26,51,3,0,,0,96.3,94,2.2,2.3,16.2,2.1,52.4,45.5,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q02: How often do teaching staff make the subject engaging?,80,126,,12,55,13,0,,0,83.8,85.2,-1.5,3.8,16.2,39.2,46.2,14.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q03: How often is the course intellectually stimulating?,80,126,,37,33,10,0,,0,87.5,88.3,-0.8,3.5,16.1,31.2,51.9,16.9,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q04: How often does your course challenge you to achieve your best work?,80,126,,25,42,10,3,,0,83.8,81,2.7,4.1,16.2,10.2,37.8,52.1,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,80,126,,37,37,5,1,,0,92.5,87.2,5.3,3.4,16.2,1.1,19.4,79.5,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,80,126,,23,50,4,3,,0,91.3,80.9,10.3,4,16.2,0.1,2.5,97.4,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,79,126,,30,30,17,2,,1,75.9,86.9,-10.9,3.9,16.2,98.5,1.4,0,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q08: To what extent does your course have the right balance of directed and independent study?,80,126,,25,31,19,5,,0,70,73.2,-3.2,4.6,16.2,55.8,33.1,11.1,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,79,126,,7,43,23,6,,1,63.3,75.4,-12.1,4.8,16.3,97.8,2.1,0.1,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q10: How clear were the marking criteria used to assess your work?,80,126,,22,40,15,3,,0,77.5,72.5,5,4.5,16.3,4.9,24.1,71,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q11: How fair has the marking and assessment been on your course?,80,126,,15,56,8,1,,0,88.8,83,5.7,3.8,16.2,1.6,18.5,79.9,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q12: How well have assessments allowed you to demonstrate what you have learned?,80,126,,22,41,16,1,,0,78.8,78.5,0.3,4.2,16.3,25.5,44.3,30.2,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q13: How often have you received assessment feedback on time?,80,126,,29,33,13,5,,0,77.5,76.9,0.6,4.5,16.3,24.6,42.2,33.2,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q14: How often does feedback help you to improve your work?,80,126,,9,37,30,4,,0,57.5,65.7,-8.2,5,16.3,87.4,11.1,1.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q15: How easy was it to contact teaching staff when you needed to?,80,126,,36,34,9,1,,0,87.5,86.4,1.1,3.7,16.3,16.6,47.9,35.4,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q16: How well have teaching staff supported your learning?,79,126,,29,43,6,1,,1,91.1,84.8,6.4,3.6,16.1,0.7,13.5,85.7,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q17: How well organised is your course?,80,126,,25,42,10,3,,0,83.8,74.1,9.6,4.4,16.3,0.3,5,94.7,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q18: How well were any changes to teaching on your course communicated?,77,126,,26,36,14,1,,3,80.5,79,1.5,4.3,16.1,17.4,41.9,40.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q19: How well have the IT resources and facilities supported your learning?,72,126,,30,30,8,4,,7,83.3,83.6,-0.2,4.1,16.4,29.1,45.3,25.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",79,126,,48,26,3,2,,0,93.7,91.1,2.5,3,16.3,4.6,44.8,50.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",71,126,,28,38,4,1,,8,93,87.4,5.6,3.4,16.2,0.9,17.4,81.7,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q22: To what extent do you get the right opportunities to give feedback on your course?,78,126,,36,37,5,0,,0,93.6,84.1,9.5,3.6,16.3,0,2.5,97.5,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q23: To what extent are students' opinions about the course valued by staff?,78,126,,26,40,12,0,,0,84.6,77.8,6.8,4.4,16.4,1.6,14.5,83.8,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q24: How clear is it that students' feedback on the course is acted on?,76,126,,11,28,30,7,,1,51.3,55.2,-3.9,5.4,16,60.3,28.1,11.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q25: How well does the students' union (association or guild) represent students' academic interests?,66,126,,13,32,16,5,,11,68.2,66.6,1.5,5.3,15.7,22.1,35.1,42.8,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Q26: How well communicated was information about your university/college's mental wellbeing support services?,75,126,,17,36,20,2,,2,70.7,69.3,1.4,5,16.2,21.6,37,41.4,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",76,126,,26,42,6,2,,1,89.5,88.6,0.8,3.3,18.2,16,53.1,30.8,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 1: Teaching on my course,80,126,,,,,,,,87.8,87.1,0.7,3.5,16.2,18.3,51.2,30.5,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 2: Learning opportunities,80,126,,,,,,,,78.7,80.7,-2,4.2,16.2,45.6,40.1,14.2,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 3: Assessment and feedback,80,126,,,,,,,,76,75.4,0.6,4.5,16.2,24.5,41.6,33.9,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 4: Academic support,80,126,,,,,,,,89.4,85.6,3.8,3.7,16.2,4.4,32,63.6,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 5: Organisation and management,80,126,,,,,,,,82.5,76.5,6,4.3,16.2,2.4,18.4,79.2,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 6: Learning resources,79,126,,,,,,,,90.7,87.5,3.2,3.4,16.3,4.9,37.1,58,80,63.5
Full-time,First degree,CAH3,CAH23-01-01,"Combined, general or negotiated studies",Theme 7: Student voice,78,126,,,,,,,,76.7,72.3,4.4,4.8,16.3,7.4,27.2,65.4,80,63.5
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q01: How good are teaching staff at explaining things?,51,74,,13,37,1,0,,0,98,94.1,3.9,2.8,16.2,1.2,29.6,69.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q02: How often do teaching staff make the subject engaging?,51,74,,7,37,6,1,,0,86.3,85.5,0.8,4.7,16.2,24.4,40,35.6,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q03: How often is the course intellectually stimulating?,50,74,,14,30,6,0,,1,88,89.5,-1.5,4.4,16.1,40.7,41.1,18.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q04: How often does your course challenge you to achieve your best work?,51,74,,21,18,10,2,,0,76.5,82.8,-6.4,5.2,16.2,77.1,18.4,4.5,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q05: To what extent have you had the chance to explore ideas and concepts in depth?,51,74,,22,21,8,0,,0,84.3,87.4,-3.1,4.4,16.2,55.1,34.6,10.3,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,50,74,,11,23,16,0,,1,68,80.8,-12.8,5.3,16.2,97.5,2.4,0.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q07: To what extent have you had the chance to bring together information and ideas from different topics?,51,74,,27,16,7,1,,0,84.3,87.5,-3.2,4.9,16.2,55.8,32,12.1,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q08: To what extent does your course have the right balance of directed and independent study?,51,74,,20,18,11,2,,0,74.5,73.2,1.3,5.9,16.2,25.8,32,42.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,51,74,,3,31,15,2,,0,66.7,75.5,-8.8,6,16.3,85.5,11.6,2.9,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q10: How clear were the marking criteria used to assess your work?,51,74,,12,25,11,3,,0,72.5,73.9,-1.3,5.8,16.3,41.8,32.8,25.4,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q11: How fair has the marking and assessment been on your course?,51,74,,8,32,9,2,,0,78.4,82.8,-4.4,4.8,16.2,65.3,27.1,7.7,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q12: How well have assessments allowed you to demonstrate what you have learned?,51,74,,9,30,10,2,,0,76.5,78.7,-2.2,5.5,16.3,47.8,32.7,19.6,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q13: How often have you received assessment feedback on time?,51,74,,12,24,13,2,,0,70.6,77,-6.4,5.6,16.3,75.6,18.8,5.6,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q14: How often does feedback help you to improve your work?,51,74,,9,24,13,5,,0,64.7,65.9,-1.2,6.3,16.3,41.9,30.2,27.9,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q15: How easy was it to contact teaching staff when you needed to?,51,74,,19,20,12,0,,0,76.5,86.6,-10.1,4.7,16.3,94.7,4.9,0.4,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q16: How well have teaching staff supported your learning?,51,74,,11,30,10,0,,0,80.4,84.9,-4.5,4.6,16.1,67.3,26.6,6.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q17: How well organised is your course?,51,74,,9,30,11,1,,0,76.5,74.7,1.7,5.6,16.3,22.5,33,44.5,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q18: How well were any changes to teaching on your course communicated?,48,74,,11,31,3,3,,3,87.5,79.8,7.7,5.4,16.1,3,13.9,83.1,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q19: How well have the IT resources and facilities supported your learning?,49,74,,19,24,5,1,,2,87.8,83.8,3.9,5,16.4,10.1,28.8,61.1,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",50,74,,26,21,1,2,,1,94,91.4,2.6,3.7,16.3,8.7,40.5,50.8,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",45,74,,21,20,2,2,,6,91.1,86.8,4.3,4.6,16.2,7,27.8,65.2,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q22: To what extent do you get the right opportunities to give feedback on your course?,50,74,,19,24,5,2,,1,86,83.4,2.6,4.7,16.3,13.9,35.5,50.6,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q23: To what extent are students' opinions about the course valued by staff?,50,74,,10,26,12,2,,1,72,77.7,-5.7,5.6,16.4,71.8,21.2,7,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q24: How clear is it that students' feedback on the course is acted on?,47,74,,2,13,28,4,,4,31.9,55,-23.1,6.9,16,99.8,0.1,0,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q25: How well does the students' union (association or guild) represent students' academic interests?,47,74,,1,38,5,3,,4,83,67.9,15.1,6.2,15.7,0.2,1.8,98,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Q26: How well communicated was information about your university/college's mental wellbeing support services?,50,74,,9,21,12,8,,1,60,69.5,-9.5,6.2,16.2,87.1,10.3,2.7,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",51,74,,19,27,5,0,,0,90.2,89.3,0.9,4.1,18.2,20.5,45.2,34.4,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 1: Teaching on my course,51,74,,,,,,,,87.3,88,-0.7,4.4,16.2,34.3,42.2,23.5,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 2: Learning opportunities,51,74,,,,,,,,75.6,80.9,-5.3,5.4,16.2,69.6,22.8,7.6,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 3: Assessment and feedback,51,74,,,,,,,,72.5,75.7,-3.1,5.7,16.2,54.3,29.4,16.3,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 4: Academic support,51,74,,,,,,,,78.4,85.8,-7.4,4.7,16.2,85.2,13.1,1.7,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 5: Organisation and management,51,74,,,,,,,,81.4,77.1,4.3,5.5,16.2,10.7,26.5,62.8,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 6: Learning resources,51,74,,,,,,,,90.5,87.6,2.9,4.4,16.3,10.9,35.6,53.5,51,68.9
Full-time,First degree,CAH3,CAH23-01-04,Liberal arts (non-specific),Theme 7: Student voice,51,74,,,,,,,,64.1,71.9,-7.8,6,16.3,81.2,14.5,4.3,51,68.9
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q01: How good are teaching staff at explaining things?,39.5,54,,17.5,20.5,1.5,0,,0,96.2,91.7,4.5,3.8,1,3.2,26.6,70.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q02: How often do teaching staff make the subject engaging?,39.5,54,,14,23.5,2,0,,0,94.9,83.7,11.3,5,1,0.3,3.6,96.1,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q03: How often is the course intellectually stimulating?,39.5,54,,18,21,0.5,0,,0,98.7,79.1,19.6,5,1,0,0,100,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q04: How often does your course challenge you to achieve your best work?,39.5,54,,12.5,22,5,0,,0,87.3,82.2,5.2,5.6,1,8.7,23.2,68.1,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,39.5,54,,17.5,18,4,0,,0,89.9,83,6.8,5.3,1,3.9,16.8,79.3,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,39.5,54,,11.5,19,9,0,,0,77.2,83.1,-5.9,6.1,1,70.9,20.5,8.6,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,39.5,54,,17,19,3.5,0,,0,91.1,83.6,7.5,5.2,1,2.7,14,83.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q08: To what extent does your course have the right balance of directed and independent study?,39.5,54,,14.5,15,7.5,2.5,,0,74.7,76,-1.3,6.6,1,43,28.8,28.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,39.5,54,,7,21.5,10,1,,0,72.2,78.4,-6.3,6.7,1,71.3,19.2,9.5,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q10: How clear were the marking criteria used to assess your work?,39.5,54,,12.5,15.5,10.5,1,,0,70.9,77.6,-6.8,6.7,1,73.6,17.9,8.5,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q11: How fair has the marking and assessment been on your course?,39.5,54,,6,30.5,2.5,0.5,,0,92.4,82.2,10.2,5.2,1,0.7,6.1,93.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q12: How well have assessments allowed you to demonstrate what you have learned?,39.5,54,,7.5,29,3,0,,0,92.4,85.6,6.9,5,1,3.1,16.2,80.7,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q13: How often have you received assessment feedback on time?,39.5,54,,8,22,8,1.5,,0,75.9,79.7,-3.7,6.4,1,57.5,25.8,16.7,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q14: How often does feedback help you to improve your work?,39.5,54,,8,20,10.5,1,,0,70.9,76.5,-5.6,6.7,1,67.6,20.9,11.4,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q15: How easy was it to contact teaching staff when you needed to?,39.5,54,,16,16,6,1.5,,0,81,85,-4,5.8,1,60.4,26.5,13.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q16: How well have teaching staff supported your learning?,39.5,54,,15,19,3,2.5,,0,86.1,85.7,0.4,5.3,1,29.1,36.2,34.7,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q17: How well organised is your course?,39.5,54,,8.5,28,2.5,0.5,,0,92.4,70.4,22,6,1,0,0.1,99.9,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q18: How well were any changes to teaching on your course communicated?,39.5,54,,11.5,18,6,4,,0,74.7,73.4,1.3,6.6,1,28.4,29,42.6,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q19: How well have the IT resources and facilities supported your learning?,37.5,54,,13.5,17.5,6,0.5,,2,82.7,82.3,0.4,6.1,1,31.8,32,36.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",39.5,54,,22,16.5,1,0,,0,97.5,89.4,8.1,3.9,1,0.4,7.5,92.2,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",37.5,54,,15,17,4.5,1,,2,85.3,84.2,1.1,5.7,1,26.1,33.4,40.5,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q22: To what extent do you get the right opportunities to give feedback on your course?,39.5,54,,12,19.5,7,1,,0,79.7,78.7,1.1,6.2,1,28.3,30.8,40.9,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q23: To what extent are students' opinions about the course valued by staff?,38.5,54,,13.5,17,6.5,1.5,,1,79.2,77.1,2.1,6.3,1,23.3,29.3,47.3,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q24: How clear is it that students' feedback on the course is acted on?,39.5,54,,4.5,14.5,16.5,4,,0,48.1,59.4,-11.3,7.5,1,88,8.7,3.3,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q25: How well does the students' union (association or guild) represent students' academic interests?,36.5,54,,4,19.5,11.5,1.5,,3,64.4,69.7,-5.3,7.5,1,64.7,20.5,14.9,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Q26: How well communicated was information about your university/college's mental wellbeing support services?,38,54,,8,15.5,10,4.5,,1,61.8,69.6,-7.7,7.4,1,76,15.7,8.3,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",39,54,,14,21,4,0,,0,89.7,88.7,1,4.8,1.2,23.2,39.1,37.7,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 1: Teaching on my course,39.5,54,,,,,,,,94.3,84.2,10.1,5,1,0.5,5.6,93.9,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 2: Learning opportunities,39.5,54,,,,,,,,81,80.8,0.2,6.2,1,33.2,31.5,35.3,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 3: Assessment and feedback,39.5,54,,,,,,,,80.5,80.3,0.2,6.2,1,33,31.3,35.7,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 4: Academic support,39.5,54,,,,,,,,83.5,85.3,-1.8,5.6,1,44.7,32.8,22.5,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 5: Organisation and management,39.5,54,,,,,,,,83.5,71.9,11.7,6.4,1,1.3,6.2,92.5,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 6: Learning resources,39.5,54,,,,,,,,88,85.3,2.6,5.3,1,16.7,32.3,51,51,73.1
Full-time,First degree,CAH1,CAH24,"Media, journalism and communications",Theme 7: Student voice,39.5,54,,,,,,,,68.4,71.8,-3.4,7,1,55.1,24.9,20,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q01: How good are teaching staff at explaining things?,39.5,54,,17.5,20.5,1.5,0,,0,96.2,91.7,4.5,3.8,1,3.2,26.6,70.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q02: How often do teaching staff make the subject engaging?,39.5,54,,14,23.5,2,0,,0,94.9,83.7,11.3,5,1,0.3,3.6,96.1,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q03: How often is the course intellectually stimulating?,39.5,54,,18,21,0.5,0,,0,98.7,79.1,19.6,5,1,0,0,100,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q04: How often does your course challenge you to achieve your best work?,39.5,54,,12.5,22,5,0,,0,87.3,82.2,5.2,5.6,1,8.7,23.2,68.1,51,73.1
