"NSS 2024 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Q22: To what extent do you get the right opportunities to give feedback on your course?,69,91.5,,22.5,31,15.5,0,,0,77.5,76.9,0.7,4.9,1,26,38.8,35.3,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Q23: To what extent are students' opinions about the course valued by staff?,69,91.5,,17.5,31,15.5,5,,0,70.3,72.6,-2.3,5.2,1,48.6,33.7,17.7,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Q24: How clear is it that students' feedback on the course is acted on?,69,91.5,,11.5,24.5,27,6,,0,52.2,58.5,-6.4,5.9,1,74.4,19,6.6,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Theme 7: Student voice,69,91.5,,,,,,,,66.7,69.3,-2.7,5.5,1,51.2,31.6,17.2,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Q25: How well does the students' union (association or guild) represent students' academic interests?,65,91.5,,7.5,38.5,16,3,,4,70.8,69.1,1.6,5.5,1.1,22.7,33.6,43.8,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts",Q26: How well communicated was information about your university/college's mental wellbeing support services?,68.5,91.5,,20.5,20.5,22,5.5,,0,59.9,75.3,-15.5,5.5,1,99.1,0.9,0.1,91,75.4
Full-time,All undergraduates,CAH1,CAH25,"Design, and creative and performing arts","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",68.5,91.5,,25.5,38,5,0,,0,92.7,85.7,7,3.5,1.1,0.4,9.8,89.8,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q01: How good are teaching staff at explaining things?,69,91.5,,17.5,48,3.5,0,,0,94.9,92.2,2.8,2.9,0.9,3.5,43.1,53.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q02: How often do teaching staff make the subject engaging?,69,91.5,,18.5,47.5,3,0,,0,95.7,89.8,5.8,3.1,0.9,0.4,13.8,85.9,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q03: How often is the course intellectually stimulating?,69,91.5,,24.5,39.5,4,1,,0,92.8,82.6,10.2,3.9,1,0.1,2.5,97.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q04: How often does your course challenge you to achieve your best work?,69,91.5,,20.5,40,7.5,1,,0,87.7,86.2,1.5,4,1,15.8,44.2,40,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 1: Teaching on my course,69,91.5,,,,,,,,92.8,87.7,5.1,3.6,0.9,1.7,21.7,76.6,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,69,91.5,,26,32.5,10,0.5,,0,84.8,85.1,-0.3,4.2,1,29.8,44.7,25.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,69,91.5,,17,41.5,9.5,1,,0,84.8,84.9,-0.1,4.2,1,28.3,44.5,27.1,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,69,91.5,,27.5,24,16,1.5,,0,74.6,82.8,-8.2,4.8,1,87.9,10.7,1.4,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q08: To what extent does your course have the right balance of directed and independent study?,69,91.5,,29.5,28,10.5,1,,0,83.3,77.1,6.2,4.7,1,3.3,18.3,78.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,69,91.5,,13.5,42.5,12,1,,0,81.2,83.7,-2.6,4.5,1,50.6,36.3,13.1,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 2: Learning opportunities,69,91.5,,,,,,,,81.7,82.7,-0.9,4.6,0.9,36.7,40.9,22.4,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q10: How clear were the marking criteria used to assess your work?,69,91.5,,16.5,34,18,0.5,,0,73.2,72.5,0.7,5.2,1,27.3,36.3,36.3,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q11: How fair has the marking and assessment been on your course?,69,91.5,,14,41.5,13.5,0,,0,80.4,77.7,2.8,4.7,1,13.3,34.5,52.2,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q12: How well have assessments allowed you to demonstrate what you have learned?,69,91.5,,17,42,9.5,0.5,,0,85.5,84.3,1.2,4.3,1,19.4,42.8,37.7,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q13: How often have you received assessment feedback on time?,69,91.5,,13.5,29,20.5,6,,0,61.6,75.1,-13.5,5.4,1,97.9,2,0.2,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q14: How often does feedback help you to improve your work?,69,91.5,,12,34.5,17.5,5,,0,67.4,76.7,-9.4,5.3,1,90.4,8.4,1.2,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 3: Assessment and feedback,69,91.5,,,,,,,,73.6,77.3,-3.6,5.1,0.9,58.9,29.8,11.3,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q15: How easy was it to contact teaching staff when you needed to?,69,91.5,,28,33.5,5.5,2,,0,89.1,86.4,2.7,3.9,0.9,8.9,39.1,52,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q16: How well have teaching staff supported your learning?,69,91.5,,19.5,40.5,8,1,,0,87,87.3,-0.3,3.9,1,28.9,47.3,23.8,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 4: Academic support,69,91.5,,,,,,,,88,86.8,1.2,3.9,0.9,17.2,45.8,37,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q17: How well organised is your course?,68.5,91.5,,19,40.5,8,1,,0.5,86.9,59.7,27.2,5.2,0.9,0,0,100,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q18: How well were any changes to teaching on your course communicated?,69,91.5,,20.5,38.5,10,0,,0,85.5,67.3,18.2,5,1,0,0.1,99.9,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 5: Organisation and management,69,91.5,,,,,,,,86.2,63.3,22.9,5.1,0.9,0,0,100,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q19: How well have the IT resources and facilities supported your learning?,68,91.5,,30.5,27,8.5,2,,1,84.6,77.9,6.6,4.7,1,2.6,16.4,81,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",69,91.5,,40.5,28,0.5,0,,0,99.3,83.9,15.4,3.4,1,0,0,100,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",69,91.5,,35,28,6,0,,0,91.3,79,12.3,4.3,1,0,1,98.9,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 6: Learning resources,69,91.5,,,,,,,,91.8,80.1,11.7,4.2,1,0,1.3,98.6,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q22: To what extent do you get the right opportunities to give feedback on your course?,69,91.5,,22.5,31,15.5,0,,0,77.5,76.9,0.7,5,1,26.3,38.3,35.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q23: To what extent are students' opinions about the course valued by staff?,69,91.5,,17.5,31,15.5,5,,0,70.3,72.6,-2.3,5.3,1,48.6,33.2,18.2,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q24: How clear is it that students' feedback on the course is acted on?,69,91.5,,11.5,24.5,27,6,,0,52.2,58.5,-6.4,5.9,1,74.3,19,6.7,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Theme 7: Student voice,69,91.5,,,,,,,,66.7,69.3,-2.7,5.5,1,51.2,31.3,17.5,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q25: How well does the students' union (association or guild) represent students' academic interests?,65,91.5,,7.5,38.5,16,3,,4,70.8,69.1,1.6,5.6,1.1,22.9,33.3,43.8,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,Q26: How well communicated was information about your university/college's mental wellbeing support services?,68.5,91.5,,20.5,20.5,22,5.5,,0,59.9,75.3,-15.5,5.5,1,99.1,0.9,0.1,91,75.4
Full-time,All undergraduates,CAH2,CAH25-02,Performing arts,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",68.5,91.5,,25.5,38,5,0,,0,92.7,85.7,7,3.7,1.1,0.5,10.8,88.7,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q01: How good are teaching staff at explaining things?,69,91.5,,17.5,48,3.5,0,,0,94.9,92.2,2.8,2.9,0.9,3.5,43.1,53.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q02: How often do teaching staff make the subject engaging?,69,91.5,,18.5,47.5,3,0,,0,95.7,89.8,5.8,3.1,0.9,0.4,13.8,85.9,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q03: How often is the course intellectually stimulating?,69,91.5,,24.5,39.5,4,1,,0,92.8,82.6,10.2,3.9,1,0.1,2.5,97.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q04: How often does your course challenge you to achieve your best work?,69,91.5,,20.5,40,7.5,1,,0,87.7,86.2,1.5,4,1,15.8,44.2,40,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 1: Teaching on my course,69,91.5,,,,,,,,92.8,87.7,5.1,3.6,0.9,1.7,21.7,76.6,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,69,91.5,,26,32.5,10,0.5,,0,84.8,85.1,-0.3,4.2,1,29.8,44.7,25.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,69,91.5,,17,41.5,9.5,1,,0,84.8,84.9,-0.1,4.2,1,28.3,44.5,27.1,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,69,91.5,,27.5,24,16,1.5,,0,74.6,82.8,-8.2,4.8,1,87.9,10.7,1.4,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q08: To what extent does your course have the right balance of directed and independent study?,69,91.5,,29.5,28,10.5,1,,0,83.3,77.1,6.2,4.7,1,3.3,18.3,78.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,69,91.5,,13.5,42.5,12,1,,0,81.2,83.7,-2.6,4.5,1,50.6,36.3,13.1,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 2: Learning opportunities,69,91.5,,,,,,,,81.7,82.7,-0.9,4.6,0.9,36.7,40.9,22.4,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q10: How clear were the marking criteria used to assess your work?,69,91.5,,16.5,34,18,0.5,,0,73.2,72.5,0.7,5.2,1,27.3,36.3,36.3,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q11: How fair has the marking and assessment been on your course?,69,91.5,,14,41.5,13.5,0,,0,80.4,77.7,2.8,4.7,1,13.3,34.5,52.2,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q12: How well have assessments allowed you to demonstrate what you have learned?,69,91.5,,17,42,9.5,0.5,,0,85.5,84.3,1.2,4.3,1,19.4,42.8,37.7,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q13: How often have you received assessment feedback on time?,69,91.5,,13.5,29,20.5,6,,0,61.6,75.1,-13.5,5.4,1,97.9,2,0.2,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q14: How often does feedback help you to improve your work?,69,91.5,,12,34.5,17.5,5,,0,67.4,76.7,-9.4,5.3,1,90.4,8.4,1.2,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 3: Assessment and feedback,69,91.5,,,,,,,,73.6,77.3,-3.6,5.1,0.9,58.9,29.8,11.3,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q15: How easy was it to contact teaching staff when you needed to?,69,91.5,,28,33.5,5.5,2,,0,89.1,86.4,2.7,3.9,0.9,8.9,39.1,52,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q16: How well have teaching staff supported your learning?,69,91.5,,19.5,40.5,8,1,,0,87,87.3,-0.3,3.9,1,28.9,47.3,23.8,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 4: Academic support,69,91.5,,,,,,,,88,86.8,1.2,3.9,0.9,17.2,45.8,37,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q17: How well organised is your course?,68.5,91.5,,19,40.5,8,1,,0.5,86.9,59.7,27.2,5.2,0.9,0,0,100,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q18: How well were any changes to teaching on your course communicated?,69,91.5,,20.5,38.5,10,0,,0,85.5,67.3,18.2,5,1,0,0.1,99.9,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 5: Organisation and management,69,91.5,,,,,,,,86.2,63.3,22.9,5.1,0.9,0,0,100,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q19: How well have the IT resources and facilities supported your learning?,68,91.5,,30.5,27,8.5,2,,1,84.6,77.9,6.6,4.7,1,2.6,16.4,81,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",69,91.5,,40.5,28,0.5,0,,0,99.3,83.9,15.4,3.4,1,0,0,100,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",69,91.5,,35,28,6,0,,0,91.3,79,12.3,4.3,1,0,1,98.9,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 6: Learning resources,69,91.5,,,,,,,,91.8,80.1,11.7,4.2,1,0,1.3,98.6,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q22: To what extent do you get the right opportunities to give feedback on your course?,69,91.5,,22.5,31,15.5,0,,0,77.5,76.9,0.7,5,1,26.3,38.3,35.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q23: To what extent are students' opinions about the course valued by staff?,69,91.5,,17.5,31,15.5,5,,0,70.3,72.6,-2.3,5.3,1,48.6,33.2,18.2,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q24: How clear is it that students' feedback on the course is acted on?,69,91.5,,11.5,24.5,27,6,,0,52.2,58.5,-6.4,5.9,1,74.3,19,6.7,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Theme 7: Student voice,69,91.5,,,,,,,,66.7,69.3,-2.7,5.5,1,51.2,31.3,17.5,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q25: How well does the students' union (association or guild) represent students' academic interests?,65,91.5,,7.5,38.5,16,3,,4,70.8,69.1,1.6,5.6,1.1,22.9,33.3,43.8,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,Q26: How well communicated was information about your university/college's mental wellbeing support services?,68.5,91.5,,20.5,20.5,22,5.5,,0,59.9,75.3,-15.5,5.5,1,99.1,0.9,0.1,91,75.4
Full-time,All undergraduates,CAH3,CAH25-02-03,Drama,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",68.5,91.5,,25.5,38,5,0,,0,92.7,85.7,7,3.7,1.1,0.5,10.8,88.7,91,75.4
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q01: How good are teaching staff at explaining things?,290.8,376.1,,79.83,189.65,20.33,1,,0,92.7,94.9,-2.2,1.3,6.1,42.4,57.6,0,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q02: How often do teaching staff make the subject engaging?,289.8,376.1,,56.83,193.99,36.49,2.5,,1,86.5,85.3,1.3,2,6.1,2.7,70.8,26.5,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q03: How often is the course intellectually stimulating?,289.8,376.1,,134.5,122.15,28.83,4.33,,1,88.6,89,-0.4,1.8,6.1,11.9,82.8,5.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q04: How often does your course challenge you to achieve your best work?,289.8,376.1,,98.33,147.49,38.66,5.33,,1,84.8,86.2,-1.4,2,6.1,29.5,68.1,2.5,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 1: Teaching on my course,290.8,376.1,,,,,,,,88.2,88.8,-0.6,1.8,6.1,15.2,80.8,4,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,289.8,376.1,,158.5,98.65,30.33,2.33,,1,88.7,88.7,0,1.8,6.1,8,84,8,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,287.8,376.1,,94.16,138.32,49.33,6,,3,80.8,86.5,-5.7,2.1,6.1,94,5.9,0,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,289.8,376.1,,129.16,123.83,34.49,2.33,,1,87.3,87.7,-0.4,1.9,6.1,12.6,81.4,6.1,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q08: To what extent does your course have the right balance of directed and independent study?,289.8,376.1,,86,130.82,56.66,16.33,,1,74.8,78.5,-3.7,2.4,6.1,68.8,30.7,0.5,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,289.8,376.1,,79.5,145.98,51.33,13,,1,77.8,81,-3.2,2.3,6.1,62.2,37.3,0.6,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 2: Learning opportunities,289.8,376.1,,,,,,,,81.8,84.4,-2.6,2.1,6.1,52.6,46.6,0.7,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q10: How clear were the marking criteria used to assess your work?,290.8,376.1,,71.16,142.16,61.16,16.33,,0,73.4,76.1,-2.7,2.4,6.1,53.5,44.9,1.6,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q11: How fair has the marking and assessment been on your course?,290.8,376.1,,50.33,178.65,55.83,6,,0,78.7,81.7,-3,2.2,6.1,58.9,40.4,0.7,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q12: How well have assessments allowed you to demonstrate what you have learned?,289.8,376.1,,56.33,174.15,57.33,2,,1,79.5,79.6,-0.1,2.3,6.1,14.6,73.1,12.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q13: How often have you received assessment feedback on time?,289.8,376.1,,62.15,136.66,69.5,21.5,,1,68.6,72.3,-3.7,2.6,6.1,68,31.2,0.8,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q14: How often does feedback help you to improve your work?,290.8,376.1,,38.83,139.82,84.16,28,,0,61.4,67.2,-5.8,2.7,6.1,88.9,11,0.1,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,290.8,376.1,,,,,,,,72.4,75.4,-3,2.5,6.1,58.2,40.5,1.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q15: How easy was it to contact teaching staff when you needed to?,289.3,376.1,,125.82,130.99,27.5,5,,1.5,88.8,89.9,-1.1,1.7,6.1,21.2,76.9,1.9,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q16: How well have teaching staff supported your learning?,289.8,376.1,,82.33,170.32,31.16,6,,1,87.2,87.9,-0.8,1.8,6.1,17.3,78.8,3.9,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 4: Academic support,290.8,376.1,,,,,,,,88,88.9,-0.9,1.8,6.1,18.2,78.8,3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q17: How well organised is your course?,290.8,376.1,,74.5,181.16,30.65,4.5,,0,87.9,82.2,5.7,2,6.1,0,5.6,94.4,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q18: How well were any changes to teaching on your course communicated?,286.5,376.1,,77.5,159.16,42.99,6.83,,4.33,82.6,80.3,2.3,2.2,6.2,1.4,51.7,46.9,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 5: Organisation and management,290.8,376.1,,,,,,,,85,81.2,3.8,2.1,6.1,0.2,27.3,72.5,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q19: How well have the IT resources and facilities supported your learning?,280.8,376.1,,113.83,141.65,21.33,4,,9,91,87.1,3.9,1.8,6.1,0,21.8,78.1,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",285.3,376.1,,125.32,132.16,24.83,3,,3.5,90.2,91.8,-1.6,1.6,6.1,28.8,70.6,0.6,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",270.3,376.1,,86.66,154.82,24.83,4,,18.5,89.3,89.1,0.3,1.8,5.9,6.4,82.4,11.2,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 6: Learning resources,289.8,376.1,,,,,,,,90.4,89.3,1.1,1.7,6.1,1.7,77,21.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q22: To what extent do you get the right opportunities to give feedback on your course?,287.8,376.1,,150.49,106.32,23,8,,1,89.2,86.7,2.5,1.9,6.1,0.3,48.8,50.9,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q23: To what extent are students' opinions about the course valued by staff?,286.8,376.1,,96.83,130.49,51.49,8,,2,79.3,80.7,-1.4,2.3,6.2,31.5,64.3,4.2,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q24: How clear is it that students' feedback on the course is acted on?,286.8,376.1,,50.5,107.16,111.32,17.83,,2,55,58.7,-3.7,2.8,6.2,67.1,31.6,1.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Theme 7: Student voice,288.8,376.1,,,,,,,,74.5,75.4,-0.9,2.4,6.2,25.5,66.2,8.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q25: How well does the students' union (association or guild) represent students' academic interests?,268.8,376.1,,29.16,143.83,66.49,29.33,,19,64.4,69.5,-5.1,2.7,6.4,83.2,16.5,0.3,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies",Q26: How well communicated was information about your university/college's mental wellbeing support services?,282.8,376.1,,73.5,124.32,70.99,14,,5,69.9,76.7,-6.8,2.5,6.3,95.6,4.4,0,305,77.3
Full-time,All undergraduates,CAH1,CAH26,"Geography, earth and environmental studies","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",283.8,376.1,,79.66,155.65,40.5,8,,4,82.9,88.1,-5.2,2,7.6,91,9,0,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q01: How good are teaching staff at explaining things?,290.8,376.1,,79.83,189.65,20.33,1,,0,92.7,94.9,-2.2,1.3,6.1,42.4,57.6,0,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q02: How often do teaching staff make the subject engaging?,289.8,376.1,,56.83,193.99,36.49,2.5,,1,86.5,85.3,1.3,2,6.1,2.7,70.8,26.5,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q03: How often is the course intellectually stimulating?,289.8,376.1,,134.5,122.15,28.83,4.33,,1,88.6,89,-0.4,1.8,6.1,11.9,82.8,5.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q04: How often does your course challenge you to achieve your best work?,289.8,376.1,,98.33,147.49,38.66,5.33,,1,84.8,86.2,-1.4,2,6.1,29.5,68.1,2.5,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 1: Teaching on my course,290.8,376.1,,,,,,,,88.2,88.8,-0.6,1.8,6.1,15.2,80.8,4,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,289.8,376.1,,158.5,98.65,30.33,2.33,,1,88.7,88.7,0,1.8,6.1,8,84,8,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,287.8,376.1,,94.16,138.32,49.33,6,,3,80.8,86.5,-5.7,2.1,6.1,94,5.9,0,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,289.8,376.1,,129.16,123.83,34.49,2.33,,1,87.3,87.7,-0.4,1.9,6.1,12.6,81.4,6.1,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q08: To what extent does your course have the right balance of directed and independent study?,289.8,376.1,,86,130.82,56.66,16.33,,1,74.8,78.5,-3.7,2.4,6.1,68.8,30.7,0.5,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,289.8,376.1,,79.5,145.98,51.33,13,,1,77.8,81,-3.2,2.3,6.1,62.2,37.3,0.6,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 2: Learning opportunities,289.8,376.1,,,,,,,,81.8,84.4,-2.6,2.1,6.1,52.6,46.6,0.7,305,77.3
