"NSS 2024 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q08: To what extent does your course have the right balance of directed and independent study?,27,38,,8,13,5,1,,0,77.8,77.1,0.7,8.2,3.4,35,23.9,41.1,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,27,38,,8,16,3,0,,0,88.9,82.6,6.3,7.3,3.4,11.3,18.7,70,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 2: Learning opportunities,27,38,,,,,,,,83,81.1,1.9,7.9,3.4,28.8,24.1,47,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q10: How clear were the marking criteria used to assess your work?,27,38,,3,17,4,3,,0,74.1,72.4,1.7,8.4,3.4,31,22.9,46.1,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q11: How fair has the marking and assessment been on your course?,27,38,,2,18,6,1,,0,74.1,79.6,-5.5,7.6,3.4,65.5,19.9,14.6,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q12: How well have assessments allowed you to demonstrate what you have learned?,27,38,,6,16,5,0,,0,81.5,78.2,3.3,7.4,3.4,21.7,24.2,54.1,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q13: How often have you received assessment feedback on time?,27,38,,7,9,9,2,,0,59.3,71.1,-11.9,8.5,3.4,86.4,9,4.6,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q14: How often does feedback help you to improve your work?,27,38,,8,12,4,3,,0,74.1,64.9,9.2,9,3.2,9.6,13.2,77.3,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 3: Assessment and feedback,27,38,,,,,,,,72.6,73.3,-0.7,8.4,3.4,41.5,23.2,35.3,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q15: How easy was it to contact teaching staff when you needed to?,27,38,,8,15,4,0,,0,85.2,85.4,-0.2,6.9,3.4,36.9,28.2,34.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q16: How well have teaching staff supported your learning?,27,38,,8,14,4,1,,0,81.5,82.8,-1.4,7.4,3.4,43.9,26.1,30.1,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 4: Academic support,27,38,,,,,,,,83.3,84.1,-0.8,7.2,3.4,40.5,27,32.5,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q17: How well organised is your course?,27,38,,4,19,4,0,,0,85.2,71,14.2,7.9,3.4,1.7,5.1,93.2,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q18: How well were any changes to teaching on your course communicated?,26,38,,5,15,5,1,,1,76.9,76.9,0,8.1,3.5,37.8,24.3,37.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 5: Organisation and management,27,38,,,,,,,,81.5,74,7.5,7.9,3.4,10.3,16,73.6,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q19: How well have the IT resources and facilities supported your learning?,27,38,,10,12,4,1,,0,81.5,85.8,-4.3,6.5,3.3,60.9,24.2,14.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",27,38,,10,12,4,1,,0,81.5,88.6,-7.2,6.4,3.4,76.5,16.8,6.7,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",27,38,,9,14,3,1,,0,85.2,85.7,-0.5,6.8,3.4,38.6,28.5,32.8,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 6: Learning resources,27,38,,,,,,,,82.7,86.6,-3.9,6.7,3.4,58.3,24.8,16.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q22: To what extent do you get the right opportunities to give feedback on your course?,27,38,,13,12,2,0,,0,92.6,80.7,11.9,6.7,3.4,1.6,6.5,91.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q23: To what extent are students' opinions about the course valued by staff?,27,38,,11,11,4,1,,0,81.5,73.7,7.8,8.8,3.4,11.9,15.2,72.8,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q24: How clear is it that students' feedback on the course is acted on?,27,38,,2,12,12,1,,0,51.9,62.8,-10.9,9.3,3.5,81.6,10.8,7.6,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Theme 7: Student voice,27,38,,,,,,,,75.3,72.4,2.9,8.8,3.4,27,21.1,51.9,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q25: How well does the students' union (association or guild) represent students' academic interests?,26,38,,3,17,5,1,,1,76.9,72.3,4.6,8.8,3.2,21.1,19.5,59.4,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering",Q26: How well communicated was information about your university/college's mental wellbeing support services?,26,38,,8,11,7,0,,1,73.1,81.3,-8.3,7.8,3.5,76.9,14.6,8.5,27,71.1
Full-time,First degree,CAH3,CAH10-01-09,"Chemical, process and energy engineering","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",26,38,,8,14,4,0,,1,84.6,85.9,-1.3,6.9,4.3,43,27.9,29.1,27,71.1
Full-time,First degree,CAH1,CAH11,Computing,Q01: How good are teaching staff at explaining things?,110,151.5,,17,81.5,9.5,2,,0,89.5,86.3,3.2,3.1,1.6,3,37.7,59.3,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q02: How often do teaching staff make the subject engaging?,110,151.5,,10,69.5,23.5,7,,0,72.3,71.6,0.6,4.2,1.6,22.5,44.7,32.8,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q03: How often is the course intellectually stimulating?,110,151.5,,31.5,59,18,1.5,,0,82.3,80.4,1.8,3.6,1.6,11.4,45.9,42.7,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q04: How often does your course challenge you to achieve your best work?,110,151.5,,34.5,55.5,15,5,,0,81.8,81.9,-0.1,3.6,1.6,25,51.5,23.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 1: Teaching on my course,110,151.5,,,,,,,,81.5,80,1.4,3.7,1.6,14.3,46.9,38.8,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,110,151.5,,29,53,26,2,,0,74.5,78.1,-3.5,4,1.6,60,33.4,6.5,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,110,151.5,,34.5,55,16.5,4,,0,81.4,79.9,1.5,3.7,1.6,13.9,46.7,39.4,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,151.5,,25.5,60.5,18.5,5.5,,0,78.2,76.9,1.2,3.9,1.6,16.7,46,37.3,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q08: To what extent does your course have the right balance of directed and independent study?,110,151.5,,31.5,47.5,25.5,5.5,,0,71.8,73.8,-2,4.1,1.6,44.7,41.4,13.9,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,110,151.5,,35.5,57,12,5.5,,0,84.1,79.7,4.4,3.6,1.6,2.7,26.9,70.3,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 2: Learning opportunities,110,151.5,,,,,,,,78,77.6,0.4,3.9,1.6,23,47.6,29.4,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q10: How clear were the marking criteria used to assess your work?,110,151.5,,26.5,49.5,29.5,4.5,,0,69.1,73.7,-4.6,4.2,1.6,69.6,26,4.4,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q11: How fair has the marking and assessment been on your course?,110,151.5,,27.5,62.5,15,5,,0,81.8,82.3,-0.4,3.5,1.6,28,51.7,20.2,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q12: How well have assessments allowed you to demonstrate what you have learned?,110,151.5,,23,64.5,16,6.5,,0,79.5,84,-4.5,3.6,1.6,70.9,26.4,2.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q13: How often have you received assessment feedback on time?,110,151.5,,19,42.5,32,16.5,,0,55.9,71.4,-15.5,4.5,1.6,99.8,0.2,0,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q14: How often does feedback help you to improve your work?,109,151.5,,13.5,34.5,45.5,15.5,,1,44,65.6,-21.6,4.7,1.6,100,0,0,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 3: Assessment and feedback,110,151.5,,,,,,,,66.1,75.4,-9.3,4.3,1.6,94.4,5.3,0.3,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q15: How easy was it to contact teaching staff when you needed to?,107.5,151.5,,35.5,44.5,25.5,2,,2.5,74.4,84.6,-10.2,3.8,1.6,97.8,2.1,0,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q16: How well have teaching staff supported your learning?,109,151.5,,23,66,18.5,1.5,,1,81.7,83.1,-1.4,3.5,1.6,38.1,48.5,13.4,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 4: Academic support,110,151.5,,,,,,,,78.4,83.8,-5.4,3.7,1.6,78.5,20,1.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q17: How well organised is your course?,110,151.5,,19.5,56,29,5.5,,0,68.6,70.8,-2.2,4.3,1.6,47.1,39.3,13.7,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q18: How well were any changes to teaching on your course communicated?,101.5,151.5,,29,50,17,5.5,,8.5,77.8,75.1,2.8,4.1,1.4,10.2,37.3,52.5,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 5: Organisation and management,110,151.5,,,,,,,,73,72.7,0.3,4.2,1.6,25.3,45,29.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q19: How well have the IT resources and facilities supported your learning?,107,151.5,,44.5,45.5,15,2,,3,84.1,86,-1.9,3.4,1.7,42.9,47.4,9.7,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",102.5,151.5,,38.5,37.5,22,4.5,,7.5,74.1,84.3,-10.2,3.8,1.8,97.7,2.3,0,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",108,151.5,,42.5,50,14,1.5,,2,85.6,87.7,-2.1,3.2,1.7,44.5,47.9,7.7,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 6: Learning resources,110,151.5,,,,,,,,81.8,85.9,-4.1,3.4,1.6,67.4,29.8,2.9,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q22: To what extent do you get the right opportunities to give feedback on your course?,110,151.5,,53,42.5,14,0.5,,0,86.8,82.3,4.5,3.4,1.7,2,25.5,72.5,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q23: To what extent are students' opinions about the course valued by staff?,108,151.5,,36,50.5,17,4.5,,2,80.1,75,5,3.9,1.7,2.8,23.1,74.1,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q24: How clear is it that students' feedback on the course is acted on?,108.5,151.5,,26.5,42.5,31.5,8,,1.5,63.6,61.7,1.9,4.5,1.7,16.5,38.9,44.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Theme 7: Student voice,110,151.5,,,,,,,,77.1,73.1,4,4.1,1.6,5.4,29.8,64.8,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q25: How well does the students' union (association or guild) represent students' academic interests?,95.5,151.5,,19,40.5,29,7,,14.5,62.3,70.9,-8.6,4.6,1.5,90.4,8.7,0.9,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,Q26: How well communicated was information about your university/college's mental wellbeing support services?,101.5,151.5,,37,42,14.5,8,,8.5,77.8,79.6,-1.8,3.9,1.7,42.8,43.5,13.6,121,72.6
Full-time,First degree,CAH1,CAH11,Computing,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",103,151.5,,41,45,11.5,5.5,,7,83.5,86,-2.5,3.4,2,50.3,42.5,7.2,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q01: How good are teaching staff at explaining things?,110,151.5,,17,81.5,9.5,2,,0,89.5,86.3,3.2,3.1,1.6,3,37.7,59.3,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q02: How often do teaching staff make the subject engaging?,110,151.5,,10,69.5,23.5,7,,0,72.3,71.6,0.6,4.2,1.6,22.5,44.7,32.8,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q03: How often is the course intellectually stimulating?,110,151.5,,31.5,59,18,1.5,,0,82.3,80.4,1.8,3.6,1.6,11.4,45.9,42.7,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q04: How often does your course challenge you to achieve your best work?,110,151.5,,34.5,55.5,15,5,,0,81.8,81.9,-0.1,3.6,1.6,25,51.5,23.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 1: Teaching on my course,110,151.5,,,,,,,,81.5,80,1.4,3.7,1.6,14.3,46.9,38.8,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,110,151.5,,29,53,26,2,,0,74.5,78.1,-3.5,4,1.6,60,33.4,6.5,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,110,151.5,,34.5,55,16.5,4,,0,81.4,79.9,1.5,3.7,1.6,13.9,46.7,39.4,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,151.5,,25.5,60.5,18.5,5.5,,0,78.2,76.9,1.2,3.9,1.6,16.7,46,37.3,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q08: To what extent does your course have the right balance of directed and independent study?,110,151.5,,31.5,47.5,25.5,5.5,,0,71.8,73.8,-2,4.1,1.6,44.7,41.4,13.9,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,110,151.5,,35.5,57,12,5.5,,0,84.1,79.7,4.4,3.6,1.6,2.7,26.9,70.3,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 2: Learning opportunities,110,151.5,,,,,,,,78,77.6,0.4,3.9,1.6,23,47.6,29.4,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q10: How clear were the marking criteria used to assess your work?,110,151.5,,26.5,49.5,29.5,4.5,,0,69.1,73.7,-4.6,4.2,1.6,69.6,26,4.4,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q11: How fair has the marking and assessment been on your course?,110,151.5,,27.5,62.5,15,5,,0,81.8,82.3,-0.4,3.5,1.6,28,51.7,20.2,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q12: How well have assessments allowed you to demonstrate what you have learned?,110,151.5,,23,64.5,16,6.5,,0,79.5,84,-4.5,3.6,1.6,70.9,26.4,2.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q13: How often have you received assessment feedback on time?,110,151.5,,19,42.5,32,16.5,,0,55.9,71.4,-15.5,4.5,1.6,99.8,0.2,0,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q14: How often does feedback help you to improve your work?,109,151.5,,13.5,34.5,45.5,15.5,,1,44,65.6,-21.6,4.7,1.6,100,0,0,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 3: Assessment and feedback,110,151.5,,,,,,,,66.1,75.4,-9.3,4.3,1.6,94.4,5.3,0.3,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q15: How easy was it to contact teaching staff when you needed to?,107.5,151.5,,35.5,44.5,25.5,2,,2.5,74.4,84.6,-10.2,3.8,1.6,97.8,2.1,0,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q16: How well have teaching staff supported your learning?,109,151.5,,23,66,18.5,1.5,,1,81.7,83.1,-1.4,3.5,1.6,38.1,48.5,13.4,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 4: Academic support,110,151.5,,,,,,,,78.4,83.8,-5.4,3.7,1.6,78.5,20,1.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q17: How well organised is your course?,110,151.5,,19.5,56,29,5.5,,0,68.6,70.8,-2.2,4.3,1.6,47.1,39.3,13.7,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q18: How well were any changes to teaching on your course communicated?,101.5,151.5,,29,50,17,5.5,,8.5,77.8,75.1,2.8,4.1,1.4,10.2,37.3,52.5,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 5: Organisation and management,110,151.5,,,,,,,,73,72.7,0.3,4.2,1.6,25.3,45,29.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q19: How well have the IT resources and facilities supported your learning?,107,151.5,,44.5,45.5,15,2,,3,84.1,86,-1.9,3.4,1.7,42.9,47.4,9.7,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",102.5,151.5,,38.5,37.5,22,4.5,,7.5,74.1,84.3,-10.2,3.8,1.8,97.7,2.3,0,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",108,151.5,,42.5,50,14,1.5,,2,85.6,87.7,-2.1,3.2,1.7,44.5,47.9,7.7,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 6: Learning resources,110,151.5,,,,,,,,81.8,85.9,-4.1,3.4,1.6,67.4,29.8,2.9,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q22: To what extent do you get the right opportunities to give feedback on your course?,110,151.5,,53,42.5,14,0.5,,0,86.8,82.3,4.5,3.4,1.7,2,25.5,72.5,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q23: To what extent are students' opinions about the course valued by staff?,108,151.5,,36,50.5,17,4.5,,2,80.1,75,5,3.9,1.7,2.8,23.1,74.1,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q24: How clear is it that students' feedback on the course is acted on?,108.5,151.5,,26.5,42.5,31.5,8,,1.5,63.6,61.7,1.9,4.5,1.7,16.5,38.9,44.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Theme 7: Student voice,110,151.5,,,,,,,,77.1,73.1,4,4.1,1.6,5.4,29.8,64.8,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q25: How well does the students' union (association or guild) represent students' academic interests?,95.5,151.5,,19,40.5,29,7,,14.5,62.3,70.9,-8.6,4.6,1.5,90.4,8.7,0.9,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,Q26: How well communicated was information about your university/college's mental wellbeing support services?,101.5,151.5,,37,42,14.5,8,,8.5,77.8,79.6,-1.8,3.9,1.7,42.8,43.5,13.6,121,72.6
Full-time,First degree,CAH2,CAH11-01,Computing,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",103,151.5,,41,45,11.5,5.5,,7,83.5,86,-2.5,3.4,2,50.3,42.5,7.2,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q01: How good are teaching staff at explaining things?,110,151.5,,17,81.5,9.5,2,,0,89.5,86.3,3.2,3.1,1.6,3,37.7,59.3,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q02: How often do teaching staff make the subject engaging?,110,151.5,,10,69.5,23.5,7,,0,72.3,71.6,0.6,4.2,1.6,22.5,44.7,32.8,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q03: How often is the course intellectually stimulating?,110,151.5,,31.5,59,18,1.5,,0,82.3,80.4,1.8,3.6,1.6,11.4,45.9,42.7,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q04: How often does your course challenge you to achieve your best work?,110,151.5,,34.5,55.5,15,5,,0,81.8,81.9,-0.1,3.6,1.6,25,51.5,23.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 1: Teaching on my course,110,151.5,,,,,,,,81.5,80,1.4,3.7,1.6,14.3,46.9,38.8,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,110,151.5,,29,53,26,2,,0,74.5,78.1,-3.5,4,1.6,60,33.4,6.5,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,110,151.5,,34.5,55,16.5,4,,0,81.4,79.9,1.5,3.7,1.6,13.9,46.7,39.4,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,110,151.5,,25.5,60.5,18.5,5.5,,0,78.2,76.9,1.2,3.9,1.6,16.7,46,37.3,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q08: To what extent does your course have the right balance of directed and independent study?,110,151.5,,31.5,47.5,25.5,5.5,,0,71.8,73.8,-2,4.1,1.6,44.7,41.4,13.9,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,110,151.5,,35.5,57,12,5.5,,0,84.1,79.7,4.4,3.6,1.6,2.7,26.9,70.3,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 2: Learning opportunities,110,151.5,,,,,,,,78,77.6,0.4,3.9,1.6,23,47.6,29.4,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q10: How clear were the marking criteria used to assess your work?,110,151.5,,26.5,49.5,29.5,4.5,,0,69.1,73.7,-4.6,4.2,1.6,69.6,26,4.4,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q11: How fair has the marking and assessment been on your course?,110,151.5,,27.5,62.5,15,5,,0,81.8,82.3,-0.4,3.5,1.6,28,51.7,20.2,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q12: How well have assessments allowed you to demonstrate what you have learned?,110,151.5,,23,64.5,16,6.5,,0,79.5,84,-4.5,3.6,1.6,70.9,26.4,2.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q13: How often have you received assessment feedback on time?,110,151.5,,19,42.5,32,16.5,,0,55.9,71.4,-15.5,4.5,1.6,99.8,0.2,0,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q14: How often does feedback help you to improve your work?,109,151.5,,13.5,34.5,45.5,15.5,,1,44,65.6,-21.6,4.7,1.6,100,0,0,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 3: Assessment and feedback,110,151.5,,,,,,,,66.1,75.4,-9.3,4.3,1.6,94.4,5.3,0.3,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q15: How easy was it to contact teaching staff when you needed to?,107.5,151.5,,35.5,44.5,25.5,2,,2.5,74.4,84.6,-10.2,3.8,1.6,97.8,2.1,0,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q16: How well have teaching staff supported your learning?,109,151.5,,23,66,18.5,1.5,,1,81.7,83.1,-1.4,3.5,1.6,38.1,48.5,13.4,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 4: Academic support,110,151.5,,,,,,,,78.4,83.8,-5.4,3.7,1.6,78.5,20,1.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q17: How well organised is your course?,110,151.5,,19.5,56,29,5.5,,0,68.6,70.8,-2.2,4.3,1.6,47.1,39.3,13.7,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q18: How well were any changes to teaching on your course communicated?,101.5,151.5,,29,50,17,5.5,,8.5,77.8,75.1,2.8,4.1,1.4,10.2,37.3,52.5,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 5: Organisation and management,110,151.5,,,,,,,,73,72.7,0.3,4.2,1.6,25.3,45,29.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q19: How well have the IT resources and facilities supported your learning?,107,151.5,,44.5,45.5,15,2,,3,84.1,86,-1.9,3.4,1.7,42.9,47.4,9.7,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",102.5,151.5,,38.5,37.5,22,4.5,,7.5,74.1,84.3,-10.2,3.8,1.8,97.7,2.3,0,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",108,151.5,,42.5,50,14,1.5,,2,85.6,87.7,-2.1,3.2,1.7,44.5,47.9,7.7,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 6: Learning resources,110,151.5,,,,,,,,81.8,85.9,-4.1,3.4,1.6,67.4,29.8,2.9,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q22: To what extent do you get the right opportunities to give feedback on your course?,110,151.5,,53,42.5,14,0.5,,0,86.8,82.3,4.5,3.4,1.7,2,25.5,72.5,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q23: To what extent are students' opinions about the course valued by staff?,108,151.5,,36,50.5,17,4.5,,2,80.1,75,5,3.9,1.7,2.8,23.1,74.1,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q24: How clear is it that students' feedback on the course is acted on?,108.5,151.5,,26.5,42.5,31.5,8,,1.5,63.6,61.7,1.9,4.5,1.7,16.5,38.9,44.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Theme 7: Student voice,110,151.5,,,,,,,,77.1,73.1,4,4.1,1.6,5.4,29.8,64.8,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q25: How well does the students' union (association or guild) represent students' academic interests?,95.5,151.5,,19,40.5,29,7,,14.5,62.3,70.9,-8.6,4.6,1.5,90.4,8.7,0.9,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,Q26: How well communicated was information about your university/college's mental wellbeing support services?,101.5,151.5,,37,42,14.5,8,,8.5,77.8,79.6,-1.8,3.9,1.7,42.8,43.5,13.6,121,72.6
Full-time,First degree,CAH3,CAH11-01-01,Computer science,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",103,151.5,,41,45,11.5,5.5,,7,83.5,86,-2.5,3.4,2,50.3,42.5,7.2,121,72.6
