module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name,dept_code
GEO1105,"Geographies of Place, Identity and Culture",15,2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1106,Geographies of Global Change,15,1,Stage One Modules,geography,2020/1,Geography,GEO
GEO1211,Earth System Science: The History of Our Planet,15,2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1213,Earth System Science: Our Changing Planet,15,1,Stage One Modules,geography,2020/1,Geography,GEO
GEO1309,Study Skills for Human Geographers,15,1 and 2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1310,Geographies of Environment and Sustainability,15,1,Stage One Modules,geography,2020/1,Geography,GEO
GEO1311,Study Skills for Physical Geographers,15,1 and 2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1312,Fieldwork in Physical Geography,15,2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1313,Learning through Place: Doing Human Geography,15,2,Stage One Modules,geography,2020/1,Geography,GEO
GEO1316,Concepts in Geography,15,1,Stage One Modules,geography,2020/1,Geography,GEO
GEO2120,Political Geographies,15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2131,"Nature, Development and Justice",15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2132,Global Urban Futures,15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2230,Reconstructing Past Environments,15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2232,The Cryosphere,15,1 and 3,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2233,Landscape Response to Environmental Change: from Source to Sink,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2311,Ideas in Geography,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2317,Climate Change: Science and Society,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2321,Introduction to Remote Sensing,15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2322C,"Nature, Environment and Sustainability Field Course",15,2,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2327,Geographies of Justice: Research Methodologies in Action,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2332,Numerical Methods for Physical Geographers,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO2333,Applied GIS: Mapping with Technology,15,1,Stage Two Modules,geography,2020/1,Geography,GEO
GEO3000,European Year Abroad,120,"1, 2 and 3",Stage Three Modules,geography,2020/1,Geography,GEO
GEO3101,Gender and Geography,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3123,Geographies of Material Culture,15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3129,Images of the Earth,15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3142,Geographies of the Body,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3144,Geopolitical Cultures,15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3145,Troubled Times and Lost Futures: Geographical Thought After Progress,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3146,Digital Geographies,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3223,Landscape Systems Management,15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3225,Climate Change and its Impacts,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3227,Weather,15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3239,GIS for Professionals,15,2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3242,"Historical, Functional and Conservation Biogeography of Plants",15,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3311,BA Dissertation,45,1 and 2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3312,BA Dissertation,30,1 and 2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3321,BSc Dissertation,45,1 and 2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3322,BSc Dissertation,30,1 and 2,Stage Three Modules,geography,2020/1,Geography,GEO
GEO3601,Study Abroad,120,"1, 2 and 3",Stage Three Modules,geography,2020/1,Geography,GEO
GEO3603,Professional Placement for Geographers,120,1,Stage Three Modules,geography,2020/1,Geography,GEO
GEOM022,Dissertation in Sustainable Futures,60,2 and 3,Masters Modules,geography,2020/1,Geography,GEO
GEOM023,Contemporary Debates in Sustainable Futures,15,1 and 2,Masters Modules,geography,2020/1,Geography,GEO
GEOM105A,Research Methods and Design in Human Geography,15,2 and 3,Masters Modules,geography,2020/1,Geography,GEO
GEOM106A,Contemporary Debates in Human Geography,15,1,Masters Modules,geography,2020/1,Geography,GEO
GEOM107,Dissertation,60,"1, 2 and 3",Masters Modules,geography,2020/1,Geography,GEO
GEOM130,"Geographies of Culture, Creativity and Practice",15,2,Masters Modules,geography,2020/1,Geography,GEO
GEOM131,Geographies of Life,15,1,Masters Modules,geography,2020/1,Geography,GEO
GEOM132,"Space, Politics and Power",15,1,Masters Modules,geography,2020/1,Geography,GEO
GEOM141,Global Challenges,15,1,Masters Modules,geography,2020/1,Geography,GEO
GEOM143,Global Systems Thinking,15,1,Masters Modules,geography,2020/1,Geography,GEO
GEOM144,Innovation and the Science-Policy Interface,15,2,Masters Modules,geography,2020/1,Geography,GEO
GEOM145,Theory for Sustainable Transitions,15,2,Masters Modules,geography,2020/1,Geography,GEO
GEOM146,Solutions Project (Academic),60,"1, 2 and 3",Masters Modules,geography,2020/1,Geography,GEO
GEOM147,Solutions Project (Internship),60,"1, 2 and 3",Masters Modules,geography,2020/1,Geography,GEO
PHL1002A,Knowledge and Reality 1,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1002B,Knowledge and Reality 2,15,2,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1004,Philosophical Problems 1,15,2,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1005A,Evidence and Argument 1,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1006,Introduction to Philosophical Analysis,15,2,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1007,Philosophical Reading 1,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1008,Philosophical Reading 2,15,2,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1009,Philosophies of Art,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1010,Introduction to Asian Philosophy,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1013,Philosophy of Morality,15,2,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL1112,Philosophy of Film,15,1,Stage One Modules,philosophy,2020/1,Philosophy,PHL
PHL2001,Phenomenology,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2010A,Philosophy of Mind 1,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2015,Body and Mind,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2016,Metaphysics,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2018,Philosophy of Language,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2020,Virtues and Vices,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2021,Symbolic Logic,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2026,Philosophy of Science,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2038,The Self,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2040,Critical Theory: The Frankfurt School and Communicative Capitalism,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2041,"Feminist Philosophy: Gender, Race and Class",15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2042,Philosophical Frontiers,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2045,Aesthetics,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2052,Epistemology,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2053,History of Philosophy,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2054,Philosophy of Psychiatry,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2056,The Nature of Normativity,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2061,Philosophy of Law,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2096,Cyborg Studies,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2111,"The Deep Past, History and Humanity",15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2112,Practical Ethics,15,1,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL2114,Aristotle's Ethics,15,2,Stage Two Modules,philosophy,2020/1,Philosophy,PHL
PHL3001,Phenomenology,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3013,Virtues and Vices,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3014,Symbolic Logic,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3026,Philosophy of Science,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3038,The Self,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3040,Philosophy Dissertation,30,1 and 2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3045,Aesthetics,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3052,Epistemology,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3053,History of Philosophy,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3054,Philosophy of Psychiatry,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3056,The Nature of Normativity,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3061,Philosophy of Law,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3077,"Bioethics: DNA-technologies, Ethics and Human Identity",15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3078,Critical Theory: The Frankfurt School and Communicative Capitalism,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3079,"Feminist Philosophy: Gender, Race and Class",15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3080,Philosophical Frontiers,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3096,Cyborg Studies,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3111,"The Deep Past, History and Humanity",15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3113,Practical Ethics,15,1,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHL3114,Aristotle's Ethics,15,2,Stage Three Modules,philosophy,2020/1,Philosophy,PHL
PHLM006,Contemporary Ethics,30,2,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM007,Current Issues in Mind and Cognition,30,1,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM008,"Mind, Body and World",30,2,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM009,Dissertation,60,3,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM010,Introduction to Philosophical Methods,30,1,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM011,Data Governance and Ethics,15,2,Masters Modules,philosophy,2020/1,Philosophy,PHL
PHLM012,Data Governance and Ethics,30,2,Masters Modules,philosophy,2020/1,Philosophy,PHL
ARC1007,Archaeological and Forensic Science Practicals,15,1,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1008,Forensic Archaeology,15,2,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1010,Themes in World Archaeology,15,1,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1020,Essential Archaeological Methods,15,2,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1030,Investigating British Archaeology,15,1,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1040,Artefacts and Materials,15,1,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1050,Objects: Contexts and Display,15,2,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC1070,Practical Skills in Archaeology,30,1 and 2,Stage One Modules,archaeology,2020/1,Archaeology,ARC
ARC2003,Archaeological Fieldwork Project,30,1 and 2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2004,Archaeological Fieldschool,30,1 and 2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2118,Lords to Lepers: Medieval Social Worlds,15,2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2124,Giving and Taking: Anthropology and Archaeology of Circulation and Exchange,15,1,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2130,Discovering the Past with Molecular Science,15,1,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2131,"Palaeolithic Archaeology of Homo Sapiens 100,000-12,000 BP",15,2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2400,Understanding the Landscape of Roman Britain,15,1,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2504,Zooarchaeology,15,1,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2512,Palaeobotany,15,2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2514,Forensic Anthropology,15,2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC2517,Palaeobiodiversity: A History of the World in 100 Animals,15,2,Stage Two Modules,archaeology,2020/1,Archaeology,ARC
ARC3000,Archaeological Dissertation,30,1 and 2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3003,Professional Placement,30,1,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3006A,Advanced Fieldschool,15,1,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3010,Archaeological Science Dissertation,45,,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3011,Practicing Archaeological Science,15,1,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3118,Lords to Lepers: Medieval Social Worlds,15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3124,Giving and Taking: Anthropology and Archaeology of Circulation and Exchange,15,1,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3131,"Palaeolithic Archaeology of Homo Sapiens 100,000-12,000 BP",15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3400,Understanding the Landscape of Roman Britain,15,1,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3510,Experimental Approaches to Forensic and Archaeological Investigations,15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3512,Palaeobotany,15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3517,Palaeobiodiversity: A History of the World in 100 Animals,15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARC3611,Funerary Osteoarchaeology,15,2,Stage Three Modules,archaeology,2020/1,Archaeology,ARC
ARCM004,Dissertation,60,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM005,Professional Skills in Archaeology,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM007,Advanced Project,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM012,Skeletal Anatomy,15,1,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM102C,Experimental Archaeology in Practice 2,30,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM120,Themes in Archaeological Theory and Practice,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM130,Discovering the Past with Molecular Science,15,1,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM300,Material Culture,15,1,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM403,Advanced Zooarchaeology,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM405,Advanced Human Osteology,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM407,Zooarchaeology,15,1,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM412,Funerary Osteoarchaeology,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM600,Bioarchaeology Dissertation,60,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ARCM602,Forensic Anthropology: Principles and Practice,15,2,Masters Modules,archaeology,2020/1,Archaeology,ARC
ANT2009,"Living Cities: Migration, Place and the Politics of Identities",15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2014,Cultures: Food,15,1,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2016,Anthropology of the State,15,1,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2017,Anthropology of Islam,15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2021,Anthropology of the Middle East,15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2023,Theory and Methods of Food Preservation,15,1,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2041,How Organisations Work: Ethnography in Institutions,15,1,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2042,"Gardening, Wellbeing and Community",15,"1, 2 and 3",Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2089,"Cultures of Race, Ethnicity and Racism",15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2090,Sound and Society,15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2107,Culture and Wellbeing,15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT2109,Anthropology of Forced Migration,15,2,Stage Two Modules,anthropology,2020/1,Anthropology,ANT
ANT3004,"Living Cities: Migration, Place and the Politics of Identities",15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3014,Cultures: Food,15,1,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3016,Anthropology of the State,15,1,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3017,Anthropology of Islam,15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3021,Anthropology of the Middle East,15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3023,Theory and Methods of Food Preservation,15,1,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3024,Anthropology of Forced Migration,15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3040,Anthropology Dissertation,30,1 and 2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3053,How Organisations Work: Ethnography in Institutions,15,1,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3054,"Gardening, Wellbeing and Community",15,"1, 2 and 3",Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3089,"Cultures of Race, Ethnicity and Racism",15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANT3090,Sound and Society,15,2,Stage Three Modules,anthropology,2020/1,Anthropology,ANT
ANTM003,Theory and Methods of Food Preservation,15,1,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM006,"Gardening, Wellbeing and Community",15,"1, 2 and 3",Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM021,"Food, Body and Society",15,1,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM100,The Animal Mirror: Representations of Animality,15,1,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM101,"Animals, Health and Healing",15,2,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM102,Anthrozoology: Theory and Method,30,1,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM103,Applied Anthrozoology,30,1 and 2,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM105,Humans and Wildlife: Conflict and Conservation,15,3,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM106,Representation of Animals Through Religion,15,2,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM109,Animal Criminology,15,2,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM111,Animal Ethics,15,3,Masters Modules,anthropology,2020/1,Anthropology,ANT
ANTM904,Dissertation,60,3,Masters Modules,anthropology,2020/1,Anthropology,ANT
SOC1039,Social Issues: Part I - Introducing Crime and Deviance,15,1,Stage One Modules,sociology,2020/1,Sociology,SOC
SOC1045,Introduction to Criminal Justice,15,2,Stage One Modules,sociology,2020/1,Sociology,SOC
SOC2005,Theoretical Sociology,30,1 and 2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2009,Deviance: Interdisciplinary Perspectives,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2030,Sociology of Art and Culture,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2035,International Criminal Justice: Comparative Criminology,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2036,International Criminal Justice: Application of Theory to Transnational and International Crime,15,1,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2037,Pharmaceutical Cultures,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2038,On Violence,15,1,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2039,Sociology of Family and Gender,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2068,"Race, Ethnicity and Criminalisation",15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2087,Disability and Society,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2105,"Contemporary Capitalism, Critique and Resistance",15,1,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2110,Consumption and Society,15,1,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2115,Deception,15,2,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC2116,Sociology and Demography of Religion,15,1,Stage Two Modules,sociology,2020/1,Sociology,SOC
SOC3002,On Violence,15,1,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3030,Sociology of Art and Culture,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3035,Deviance: Interdisciplinary Perspectives,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3036,International Criminal Justice: Application of Theory to Transnational and International Crime,15,1,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3040,Dissertation,30,1 and 2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3080,Pharmaceutical Cultures,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3087,Disability and Society,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3107,Culture and Wellbeing,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3109,"Contemporary Capitalism, Critique and Resistance",15,1,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3110,Consumption and Society,15,1,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3115,Deception,15,2,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOC3118,Sociology and Demography of Religion,15,1,Stage Three Modules,sociology,2020/1,Sociology,SOC
SOCM002A,Philosophy of the Social Sciences 1,15,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM002B,Philosophy of the Social Sciences,30,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM019,Research Methods in the Social Sciences,15,1,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM021,"Food Systems, Alternative Food Networks and Ethical Consumption",30,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM022,"Food, Body and Society",30,1,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM023,Social Theory,15,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM027,Social Theory,30,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM033,Data Governance and Ethics,15,2,Masters Modules,sociology,2020/1,Sociology,SOC
SOCM904,Dissertation,60,3,Masters Modules,sociology,2020/1,Sociology,SOC
NSC1002,Mathematics and Computing: Integrative Tools for Natural Sciences,30,1 and 2,Stage One Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC1003,Foundations in Natural Science,60,1 and 2,Stage One Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC1004,Experimental Science,15,1 and 2,Stage One Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC1005,Frontiers in Science 1,15,1 and 2,Stage One Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC2001,Frontiers in Science 2,30,1 and 2,Stage Two Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC2002,Physical Chemistry,15,2,Stage Two Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC2003,Introduction to Numerics and Simulation for Scientists,15,1,Stage Two Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3001,BSc Research Project,30,2,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3002,MSci Research Project 1,30,2,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3003,Group Project,30,1,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3004,Semester of Science Studies Abroad,60,1 and 2,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3007,Macromolecular and Supramolecular Chemistry,15,1,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3008,Symmetry and Statistics of Molecules,15,1,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSC3009,"Aerosols, Clouds and Climate",15,2,Stage Three Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSCM001,MSci Research Project 2,60,1 and 2,Masters Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSCM002,MSci Research Project 2 Extension,15,2,Masters Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSCM005,Mathematical Modelling in Biology and Medicine,15,1,Masters Modules,naturalsciences,2020/1,Naturalsciences,NSC
NSCM007,Advanced Topics in Natural Sciences Chemistry II,15,2,Masters Modules,naturalsciences,2020/1,Naturalsciences,NSC
LIB1105,Being Human in the Modern World,30,1 and 2,Stage One Modules,liberal-arts,2020/1,Liberal Arts,LIB
LIB2000,Think Tank,15,1 and 2,Stage Two Modules,liberal-arts,2020/1,Liberal Arts,LIB
LIB3000,Liberal Arts Dissertation,30,1 and 2,Stage Three Modules,liberal-arts,2020/1,Liberal Arts,LIB
BEM1015,Marketing and Society,15,2,Stage One Modules,management,2021/2,Management,BEM
BEM1019,Fundamentals of Marketing,15,1,Stage One Modules,management,2021/2,Management,BEM
BEM1021,Leadership and Teams,15,1,Stage One Modules,management,2021/2,Management,BEM
BEM1022,Introduction to Leadership Studies,15,2,Stage One Modules,management,2021/2,Management,BEM
BEM1023,Discovering Management,30,1 and 2,Stage One Modules,management,2021/2,Management,BEM
BEM1024,Statistics for Business,15,2,Stage One Modules,management,2021/2,Management,BEM
BEM1025,Programming for Business Analytics,15,2,Stage One Modules,management,2021/2,Management,BEM
BEM1027,The International Business Context,15,1,Stage One Modules,management,2021/2,Management,BEM
BEM1028,Introduction to Business and Management,15,1,Stage One Modules,management,2021/2,Management,BEM
BEP1010,Business and Society,15,1,Stage One Modules,management,2021/2,Management,BEP
BEP1020,Business Practice and Analysis,15,1 and 2,Stage One Modules,management,2021/2,Management,BEP
BEP1030,Operations Management: A Sustainable Perspective,15,2,Stage One Modules,management,2021/2,Management,BEP
BEP1040,Marketing in a Digital Age,15,2,Stage One Modules,management,2021/2,Management,BEP
BEP1070,Accounting,15,2,Stage One Modules,management,2021/2,Management,BEP
BEP1080,Theory and Practice of Management,15,,Stage One Modules,management,2021/2,Management,BEP
BEP1100,Understanding Work and Organisations,15,1,Stage One Modules,management,2021/2,Management,BEP
BEP1120,Introduction to Economics,15,1,Stage One Modules,management,2021/2,Management,BEP
BEP1130,Introduction to 'With Industrial Experience',,2 and 3,Stage One Modules,management,2021/2,Management,BEP
BEP1140,Preparation for WYA With Year Abroad,,"1, 2 and 3",Stage One Modules,management,2021/2,Management,BEP
BUS1908,Preparation for WYA With Year Abroad,,"1, 2 and 3",Stage One Modules,management,2021/2,Management,BUS
