module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name,dept_code
PYCM091,Clinical Supervision Practice Placement (Education Mental Health Practitioner),30,2,Masters Modules,psychology,2019/0,Psychology,PYC
PYCM096,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,1,Masters Modules,psychology,2019/0,Psychology,PYC
CLA1001,Greek History: Problems and Sources,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1006,Greek and Roman Drama,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1202,Classical Language and Texts: Greek II,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1204,Classical Language and Texts: Greek III,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1252,Classical Language and Texts: Latin II,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1254,Classical Language and Texts: Latin III,30,1 and 2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1307,Ancient Sources (Written Evidence) Ancient Medicine,15,,Stage One Modules,classics,2019/0,Classics,CLA
CLA1354,Ancient Sources (Material Evidence): Brave New Rome of Augustus,15,,Stage One Modules,classics,2019/0,Classics,CLA
CLA1401,Text and Context: Early Greek Poetry,15,1,Stage One Modules,classics,2019/0,Classics,CLA
CLA1405,Text and Context: Roman Laughter,15,2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1410,Text and Context: Writing Women in Ancient Literature,15,2,Stage One Modules,classics,2019/0,Classics,CLA
CLA1507,Ancient World: Greek Philosophy,15,1,Stage One Modules,classics,2019/0,Classics,CLA
THE1070,Elements of New Testament Greek,15,1,Stage One Modules,classics,2019/0,Classics,THE
THE1076,Religion in the Modern World,15,2,Stage One Modules,classics,2019/0,Classics,THE
THE1101,The Bible: Past and Present,15,1,Stage One Modules,classics,2019/0,Classics,THE
THE1103,Introducing Christian Theologies,15,2,Stage One Modules,classics,2019/0,Classics,THE
THE1106,Philosophy of Religion and Christian Ethics,15,2,Stage One Modules,classics,2019/0,Classics,THE
CLA2001,Greek History: Problems and Sources,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2006,Greek and Roman Drama,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2202,Classical Language and Texts: Greek II,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2205,Classical Language and Texts: Greek IV,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2252,Classical Language and Texts: Latin II,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2254,Classical Language and Texts: Latin IV,30,1 and 2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2307,Ancient Sources (Written Evidence) Ancient Medicine,15,2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2354,Ancient Sources (Material Evidence): Brave New Rome of Augustus,15,2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2401,Text and Context: Early Greek Poetry,15,1,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2405,Text and Context: Roman Laughter,15,1,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2410,Text and Context: Writing Women in Ancient Literature,15,2,Stage Two Modules,classics,2019/0,Classics,CLA
CLA2507,Ancient World: Greek Philosophy,15,2,Stage Two Modules,classics,2019/0,Classics,CLA
THE2024,"Spirituality - Prayer, Meditation and Worship",30,1,Stage Two Modules,classics,2019/0,Classics,THE
THE2025,Art in Syria and the Holy Land at the Time of the Crusades,30,2,Stage Two Modules,classics,2019/0,Classics,THE
THE2026,Postcolonial Theology,30,2,Stage Two Modules,classics,2019/0,Classics,THE
THE2034,Intermediate New Testament Greek,15,2,Stage Two Modules,classics,2019/0,Classics,THE
THE2152,"Evolution, God and Gaia",30,2,Stage Two Modules,classics,2019/0,Classics,THE
THE2180,Reading Augustine through the Confessions,30,1,Stage Two Modules,classics,2019/0,Classics,THE
THE2185,Incarnation: Topics in Philosophical Theology,30,1,Stage Two Modules,classics,2019/0,Classics,THE
THE2199,Theology and Criminal Justice,30,1,Stage Two Modules,classics,2019/0,Classics,THE
CLA3007,The Crisis of the Athenian Polis,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3008,The Age of Cicero,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3009,Dissertation,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3020,Sexuality and Gender in the Ancient World,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3033,"Magic, Witchcraft and Ghosts in the Greek and Roman Worlds",30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3045,Thucydides and the Idea of History,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3056,Ovid and the Erotic Passions,15,2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3108,The World of Late Antiquity,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3113,Art in Greek Society,15,1,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3114,Art in Roman Society,15,2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3118,The World(s) of Didactic Poetry,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3202,Classical Language and Texts: Greek II,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3204,Classical Language and Texts: Greek III,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3205,Classical Language and Texts: Greek IV,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3206,Classical Language and Texts: Latin IV,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3252,Classical Language and Texts: Latin II,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3254,Classical Language and Texts: Latin III,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3255,Greek Political Thought,15,2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3257,Living in the Roman World: Society and Culture,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3259,The Ancient Greek Novel,15,1,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3263,Being and Not-Being in Greek Philosophy: from Parmenides to Aristotle,15,1,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3267,Dialogues with the Past: Creative Interpretative Project,15,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3274,The Persians in a Near Eastern Context,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,CLA
CLA3275,Women Writing Classics,15,,Stage Three Modules,classics,2019/0,Classics,CLA
THE3024,"Spirituality - Prayer, Meditation and Worship",30,1,Stage Three Modules,classics,2019/0,Classics,THE
THE3025,Art in Syria and the Holy Land at the Time of the Crusades,30,2,Stage Three Modules,classics,2019/0,Classics,THE
THE3026,Postcolonial Theology,30,2,Stage Three Modules,classics,2019/0,Classics,THE
THE3082,Theology Dissertation,30,1 and 2,Stage Three Modules,classics,2019/0,Classics,THE
THE3152,"Evolution, God and Gaia",30,2,Stage Three Modules,classics,2019/0,Classics,THE
THE3180,Reading Augustine through the Confessions,30,1,Stage Three Modules,classics,2019/0,Classics,THE
THE3185,Incarnation: Topics in Philosophical Theology,30,1,Stage Three Modules,classics,2019/0,Classics,THE
THE3199,Theology and Criminal Justice,30,1,Stage Three Modules,classics,2019/0,Classics,THE
CLAM043,Dissertation in Classics and Ancient History,60,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
CLAM046,The City of Rome,30,2 and 3,Masters Modules,classics,2019/0,Classics,CLA
CLAM077,Ancient Texts and their Interpretation,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM078,Classical Reception: An Introduction,15,2,Masters Modules,classics,2019/0,Classics,CLA
CLAM079,Cultures of the Body in the Roman Empire,15,2,Masters Modules,classics,2019/0,Classics,CLA
CLAM081,Galen and Galenism,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM084,Politics Ancient and Modern,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM100,History through Art and Archaeology,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM101,"The Western Dragon in Lore, Literature and Art",15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM104,Cultural Transformations in Late Antiquity,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM106,Ancient Philosophy,15,2,Masters Modules,classics,2019/0,Classics,CLA
CLAM107,Roman Myth,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM108,"Rome: Globalisation, Materiality",15,2,Masters Modules,classics,2019/0,Classics,CLA
CLAM111,Ancient Drama in its Social and Cultural Context,15,1,Masters Modules,classics,2019/0,Classics,CLA
CLAM204,Greek III,30,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
CLAM205,Greek IV,30,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
CLAM252,Classical Language and Texts: Latin II,30,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
CLAM254,Latin III,30,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
CLAM255,Latin IV,30,1 and 2,Masters Modules,classics,2019/0,Classics,CLA
THEM020,Dissertation,60,2,Masters Modules,classics,2019/0,Classics,THE
THEM122,Approaches to Biblical Studies,30,1,Masters Modules,classics,2019/0,Classics,THE
THEM123,Reception of Christian and Jewish Traditions,30,2,Masters Modules,classics,2019/0,Classics,THE
THEM124,Elements of New Testament Greek,15,1,Masters Modules,classics,2019/0,Classics,THE
THEM126,Intermediate New Testament Greek,15,2,Masters Modules,classics,2019/0,Classics,THE
THEM128,"Theology, Ethics and Public Issues",30,2,Masters Modules,classics,2019/0,Classics,THE
BIO1331,Animals,15,1,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1332,Biochemistry,15,1,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1333,Fundamental Principles for Bioscientists,15,1,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1334,Genetics,15,1,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1336,Ecology,15,2,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1337,Microbiology,15,2,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1338,Plants,15,2,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1339,Cells,15,2,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO1345,Structure and Reactivity of Organic Compounds I,15,2,Stage One Modules,biosciences,2019/0,Biosciences,BIO
BIO2001,Preparing for Professional Placements,,1 and 2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2066,Forensic Science,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2068,Forensic Science,30,1 and 2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2071,Research Skills and Bioethics,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2074,Marine Biology,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2076,Ecology and Environment,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2081,Coral Reef Field Course,15,"1, 2 and 3",Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2082,Animal Ecophysiology,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2085,Structure and Reactivity of Organic Compounds II,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2086,Metabolism,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2088,Advanced Cell Biology,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2089,Molecular Biology of the Gene,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2090,Analytical Techniques in Biochemistry,15,1,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2091,Bioinorganic Chemistry,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2092,Genomics and Introductory Bioinformatics,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2093,Modern Theories of Evolution,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2096,Practical Skills in Field Ecology,15,3,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO2099,Molecular Plant Science,15,2,Stage Two Modules,biosciences,2019/0,Biosciences,BIO
BIO3037,Ecology of Environmental Change,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3041,Pharmacology and Medicinal Chemistry,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3062,One Year Study Abroad,120,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3067,Ecotoxicology,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3073,Specialist Topics in Chemical Sciences,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3077,Frontiers in Molecular Cell Biology,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3078,Cellular Basis of Immunity,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3083,Current Issues in Marine Biology,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3085,Horizons of Biochemical Research,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3086,Cell Biology of Disease,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3089,Organic Synthesis and Drug Design,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3090,Secondary Metabolites,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3091,Animal Developmental Biology,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3092,Bioinformatics,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3093,Energy Metabolism,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3096,Biosciences Research Project,45,"1, 2 and 3",Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3097,Living in a Microbial World,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3128,The Behavioural Ecology of Information Use,15,1,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3131,Trends in Ecology and Evolution,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3132,Reproductive Biology,15,2,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3137,One Year Study Abroad,120,"1, 2 and 3",Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3910,Professional Development Experience,5,3,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3911,Professional Development Experience,10,3,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIO3912,Professional Development Experience,15,3,Stage Three Modules,biosciences,2019/0,Biosciences,BIO
BIOM052,Academic Research Project,60,"1, 2 and 3",Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM509,Professional Skills,15,1 and 2,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM514,Secondary Metabolites,15,2,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM515,Cellular Basis of Immunity,15,1,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM516,Bioinformatics,15,2,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM517,Energy Metabolism,15,2,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM518,Research Project,75,"1, 2 and 3",Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM527,Research Grant Proposal,15,1,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM560,Research Project,90,2 and 3,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM567,Application of Genomics in Infectious Disease,15,3,Masters Modules,biosciences,2019/0,Biosciences,BIO
BIOM568,Blue Planet,15,1,Masters Modules,biosciences,2019/0,Biosciences,BIO
JBIM001,Dissertation/Research Project,60,,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM002,Fieldwork Statistics and Experimental Design,15,1,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM003,Island Biogeography,15,1,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM004,Island Ecology,15,1,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM005,Biodiversity and Evolution on Islands,15,1,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM006,Invasion and Extinction on Islands,15,3,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM007,Global Conservation Strategies and Legislation,15,2,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM008,Islands and Climate Change,15,2,Masters Modules,biosciences,2019/0,Biosciences,JBI
JBIM009,Island Conservation in Action,15,2,Masters Modules,biosciences,2019/0,Biosciences,JBI
MTH1000,Foundations,0,1,,mathematics,2019/0,Mathematics,MTH
MTH1001,Mathematical Structures,30,1 and 2,,mathematics,2019/0,Mathematics,MTH
MTH1002,Mathematical Methods,30,1 and 2,,mathematics,2019/0,Mathematics,MTH
MTH1003,Mathematical Modelling,30,1 and 2,,mathematics,2019/0,Mathematics,MTH
MTH1004,"Probability, Statistics and Data",30,1 and 2,,mathematics,2019/0,Mathematics,MTH
MTH1100,Employability and Preparation for Placement or Internship,0,1 and 2,,mathematics,2019/0,Mathematics,MTH
MTH2001,Analysis,30,1 and 2,,mathematics,2019/0,Mathematics,MTH
