dept_code,faculty,nss_subject,academic_year,nss_year,n_modules,mean_coursework_pct,mean_written_exam_pct,mean_practical_pct,mean_class_size,mean_scheduled_hours,mean_contact_ratio,mean_assess_diversity,mean_n_summative_items,subject_code,nss_academic_support,nss_assessment_feedback,nss_free_expression,nss_learning_opps,nss_learning_resources,nss_organisation,nss_student_voice,nss_teaching
POL,HASS,Politics,2020/1,2021,60.0,74.1625,21.15,4.6875,77.875,32.3875,0.1476062639821029,1.6125,2.3625,,,,,,,,,
POL,HASS,Politics,2021/2,2022,62.0,74.95121951219512,19.74390243902439,5.304878048780488,78.9375,32.81707317073171,0.1503672177661373,1.6341463414634143,2.475609756097561,,,,,,,,,
POL,HASS,Politics,2022/3,2023,71.0,81.43617021276596,13.159574468085106,5.404255319148936,81.26373626373626,32.43617021276596,0.1487971821600266,1.4574468085106382,2.2872340425531914,CAH15-03,74.33694393447253,74.04302876480541,69.1,78.60185146000846,86.32004946893643,80.22166931867497,58.83868108757699,86.18362159881882
POL,HASS,Politics,2023/4,2024,81.0,79.42307692307692,15.64423076923077,4.932692307692308,77.67326732673267,31.817307692307693,0.1485462915160901,1.4615384615384617,2.1923076923076925,CAH15-03,75.82807633766538,71.79068627450981,69.6,80.35,87.96334056399132,74.36350059737157,61.46338096391379,86.30533870120777
POL,HASS,Politics,2024/5,2025,80.0,79.86868686868686,16.161616161616163,3.9696969696969697,79.5360824742268,30.595959595959595,0.150074678255533,1.393939393939394,2.090909090909091,CAH15-03,75.58081164534627,71.32000000000001,77.79999999999998,80.17292653375922,89.95193302891933,82.8983105513746,58.627283912642255,88.25
PSY,HLS,Psychology,2019/0,2020,47.0,62.92168674698795,34.55421686746988,2.5240963855421685,111.74096385542168,26.76506024096385,0.1736144578313253,1.710843373493976,2.108433734939759,,,,,,,,,
PSY,HLS,Psychology,2020/1,2021,51.0,57.7970297029703,30.92079207920792,11.282178217821782,102.54950495049503,24.995049504950494,0.1531683168316832,1.702970297029703,2.0594059405940595,,,,,,,,,
PSY,HLS,Psychology,2021/2,2022,52.0,57.09756097560975,31.93170731707317,10.970731707317071,102.14634146341464,25.11219512195122,0.1541463414634146,1.6926829268292682,2.0439024390243903,,,,,,,,,
PSY,HLS,Psychology,2022/3,2023,61.0,55.366379310344826,34.68103448275862,9.952586206896552,94.47413793103448,26.030172413793103,0.1618103448275862,1.7543103448275863,2.0129310344827585,CAH04-01,76.2941251596424,72.93570336391439,68.572265625,78.94393505253105,87.81781914893617,84.40969455511288,67.08056112224449,85.82903533906399
PSY,HLS,Psychology,2023/4,2024,66.0,54.4331983805668,36.21862348178138,9.34817813765182,92.25311203319502,26.45344129554656,0.1653441295546558,1.7692307692307692,1.97165991902834,CAH04-01,72.37432010699956,68.20906174819567,74.92851296043656,77.20601604278076,85.00978311029073,82.13146220009054,68.96887661141804,86.92082777036048
PSY,HLS,Psychology,2024/5,2025,56.0,56.42857142857143,33.06912442396313,10.502304147465438,98.91588785046729,25.465437788018438,0.1572350230414747,1.7235023041474655,1.9400921658986172,CAH04-01,75.03760129659643,74.94245647969052,80.0334975369458,83.87874396135267,89.6621487603306,86.85553732567678,74.58953974895398,90.28502415458937
PYC,HLS,Psychology,2019/0,2020,18.0,60.625,3.75,35.625,11.125,120.29166666666669,0.3515588358458962,1.625,3.9583333333333335,,,,,,,,,
PYC,HLS,Psychology,2020/1,2021,17.0,61.85714285714285,4.285714285714286,33.857142857142854,12.61904761904762,108.9047619047619,0.3542318736539842,1.5714285714285714,3.523809523809524,,,,,,,,,
PYC,HLS,Psychology,2021/2,2022,24.0,54.46666666666667,5.333333333333333,40.2,12.321428571428571,106.4,0.3321289782244556,1.6666666666666667,3.533333333333333,,,,,,,,,
PYC,HLS,Psychology,2022/3,2023,30.0,49.833333333333336,5.833333333333333,44.333333333333336,14.970588235294118,98.05555555555556,0.3237185929648241,1.6666666666666667,3.4722222222222223,CAH04-01,76.2941251596424,72.93570336391439,68.572265625,78.94393505253105,87.81781914893617,84.40969455511288,67.08056112224449,85.82903533906399
PYC,HLS,Psychology,2023/4,2024,30.0,49.833333333333336,5.833333333333333,44.333333333333336,19.97142857142857,102.27777777777776,0.3430518547452482,1.6666666666666667,3.4444444444444446,CAH04-01,72.37432010699956,68.20906174819567,74.92851296043656,77.20601604278076,85.00978311029073,82.13146220009054,68.96887661141804,86.92082777036048
PYC,HLS,Psychology,2024/5,2025,30.0,51.77777777777778,4.444444444444445,43.77777777777778,21.25,102.86111111111111,0.3470926076830599,1.6666666666666667,3.2777777777777777,CAH04-01,75.03760129659643,74.94245647969052,80.0334975369458,83.87874396135267,89.6621487603306,86.85553732567678,74.58953974895398,90.28502415458937
SOC,HASS,"Sociology, social policy and anthropology",2019/0,2020,30.0,59.5625,34.1875,6.25,32.333333333333336,23.375,0.144375,1.84375,2.0,,,,,,,,,
SOC,HASS,"Sociology, social policy and anthropology",2020/1,2021,28.0,49.2,45.63333333333333,5.166666666666667,32.5,23.6,0.1451111111111111,1.9333333333333331,2.0,,,,,,,,,
SOC,HASS,"Sociology, social policy and anthropology",2021/2,2022,33.0,57.885714285714286,36.97142857142857,5.142857142857143,33.03030303030303,24.0,0.1495238095238095,1.8,2.085714285714286,,,,,,,,,
SOC,HASS,"Sociology, social policy and anthropology",2022/3,2023,41.0,74.09302325581395,25.44186046511628,0.4651162790697674,33.69047619047619,22.55813953488372,0.141860465116279,1.4883720930232558,1.9534883720930232,CAH15-01,75.06666666666666,72.014489571899,60.0,77.725,88.63121387283236,80.87565055762083,62.3592664092664,84.975
SOC,HASS,"Sociology, social policy and anthropology",2023/4,2024,41.0,75.13636363636364,24.863636363636363,0.0,32.61904761904762,24.068181818181817,0.1437878787878788,1.4545454545454546,1.8863636363636365,CAH15-01,75.86666666666667,76.94000000000001,70.3,83.53450549450548,87.07187969924813,83.81958456973294,63.56913580246914,83.39956043956045
SOC,HASS,"Sociology, social policy and anthropology",2024/5,2025,25.0,77.79310344827586,22.20689655172414,0.0,51.25,27.620689655172413,0.1460066740823137,1.3793103448275863,1.7586206896551724,CAH15-01,79.44576271186439,76.07633587786259,72.7,84.825,93.01444201312913,87.96520787746171,66.74799107142857,90.77559429477022
THE,HASS,Philosophy and religious studies,2019/0,2020,21.0,67.5,30.83333333333333,1.6666666666666667,23.967741935483872,30.27777777777778,0.1198148148148148,1.7222222222222223,2.1666666666666665,,,,,,,,,
THE,HASS,Philosophy and religious studies,2020/1,2021,22.0,82.57142857142857,14.571428571428571,2.857142857142857,29.13793103448276,31.457142857142856,0.1325714285714285,1.6285714285714286,3.0285714285714285,,,,,,,,,
THE,HASS,Philosophy and religious studies,2021/2,2022,27.0,76.19565217391305,21.630434782608692,2.1739130434782608,24.97826086956522,29.67391304347826,0.1185044075900194,1.608695652173913,2.9130434782608696,,,,,,,,,
THE,HASS,Philosophy and religious studies,2022/3,2023,41.0,82.12328767123287,16.506849315068493,1.36986301369863,25.19672131147541,31.301369863013697,0.117687708892341,1.4794520547945205,2.671232876712329,CAH20-02,78.2880239520958,76.67156293222683,69.5,76.75,88.33315559864273,82.12746679316888,63.41091954022989,90.725
THE,HASS,Philosophy and religious studies,2023/4,2024,29.0,88.7,9.3,2.0,24.3,30.42,0.1194240549828178,1.26,2.42,CAH20-02,79.09322033898304,75.60481036077707,73.0,82.23293135435992,89.27763243950294,82.78834123222748,68.08378203048977,89.8054528650647
THE,HASS,Philosophy and religious studies,2024/5,2025,25.0,93.0952380952381,5.0,1.9047619047619049,26.5,32.225,0.1298333333333333,1.2857142857142858,2.4285714285714284,CAH20-02,82.99166666666667,74.32,83.6,80.6220515137822,91.63383742911154,87.49183027232425,74.83615635179152,91.51424694708275
