module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok,dept_code,level_char,level,faculty,total_hours,contact_ratio,assessment_diversity,assess_was_renormalised
BEE1032,2020/1,economics,Economics,Stage One Modules,15.0,1,History of Economic Thought,15.0,250.0,30.0,120.0,0.0,20.0,80.0,0.0,2.0,4.0,No,02/07/2012,26/06/2020,True,BEE,1,UG Year 1,ESE,150.0,0.2,2.0,False
BEE1034,2020/1,economics,Economics,Stage One Modules,15.0,1,Economics for Management,15.0,400.0,26.0,124.0,0.0,0.0,100.0,0.0,1.0,4.0,No,01/09/2012,12/11/2020,True,BEE,1,UG Year 1,ESE,150.0,0.17333333333333334,1.0,False
BEE1035,2020/1,economics,Economics,Stage One Modules,15.0,1,Basic Quantitative Methods,15.0,170.0,32.0,118.0,0.0,0.0,100.0,0.0,2.0,4.0,Yes,13/08/2015,19/10/2020,True,BEE,1,UG Year 1,ESE,150.0,0.21333333333333335,1.0,False
BEE1036,2020/1,economics,Economics,Stage One Modules,15.0,1,Economics I,15.0,300.0,32.0,118.0,0.0,100.0,0.0,0.0,3.0,4.0,No,11/03/2019,10/08/2020,True,BEE,1,UG Year 1,ESE,150.0,0.21333333333333335,1.0,False
BEE1037,2020/1,economics,Economics,Stage One Modules,15.0,2,Economics II,15.0,300.0,32.0,118.0,0.0,20.0,80.0,0.0,2.0,4.0,Yes,11/03/2019,04/01/2021,True,BEE,1,UG Year 1,ESE,150.0,0.21333333333333335,2.0,False
BEE1038,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Data Science in Economics,15.0,,27.0,123.0,,100.0,0.0,0.0,2.0,4.0,No,11/03/2019,11/03/2019,True,BEE,1,UG Year 1,ESE,150.0,0.18,1.0,False
BEE1039,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Behavioural Economics,15.0,100.0,26.0,124.0,,0.0,80.0,20.0,2.0,4.0,No,11/03/2019,18/03/2021,True,BEE,1,UG Year 1,ESE,150.0,0.17333333333333334,2.0,False
BEE1040,2020/1,economics,Economics,Stage One Modules,15.0,2,Personal Finance,15.0,265.0,15.0,135.0,0.0,30.0,70.0,0.0,2.0,4.0,No,01/09/2003,11/08/2020,True,BEE,1,UG Year 1,ESE,150.0,0.1,2.0,False
BEE2010,2020/1,economics,Economics,Stage Two Modules,15.0,2,Philosophy of Economics,15.0,70.0,27.0,123.0,0.0,30.0,70.0,0.0,2.0,5.0,No,01/01/1999,18/09/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,2.0,False
BEE2020,2020/1,economics,Economics,Stage Two Modules,15.0,2,Introduction to Econometric Theory,15.0,40.0,25.0,125.0,0.0,0.0,100.0,0.0,2.0,5.0,No,01/09/2007,25/08/2020,True,BEE,2,UG Year 2,ESE,150.0,0.16666666666666666,1.0,False
BEE2021,2020/1,economics,Economics,Stage Two Modules,15.0,2,Policy Issues in the Global Economy,15.0,100.0,22.0,128.0,0.0,0.0,100.0,0.0,2.0,5.0,No,01/09/2009,11/02/2019,True,BEE,2,UG Year 2,ESE,150.0,0.14666666666666667,1.0,False
BEE2025,2020/1,economics,Economics,Stage Two Modules,30.0,1 and 2,Microeconomics II,30.0,364.0,54.0,246.0,0.0,0.0,100.0,0.0,4.0,5.0,No,25/09/2013,18/11/2020,True,BEE,2,UG Year 2,ESE,300.0,0.18,1.0,False
BEE2026,2020/1,economics,Economics,Stage Two Modules,30.0,1 and 2,Macroeconomics II,30.0,320.0,45.0,255.0,0.0,0.0,100.0,0.0,4.0,5.0,No,23/09/2013,18/11/2020,True,BEE,2,UG Year 2,ESE,300.0,0.15,1.0,False
BEE2027,2020/1,economics,Economics,Stage Two Modules,15.0,2,Financial Markets and Decisions I,15.0,240.0,20.0,130.0,0.0,0.0,100.0,0.0,2.0,5.0,Yes,19/11/2013,03/08/2020,True,BEE,2,UG Year 2,ESE,150.0,0.13333333333333333,1.0,False
BEE2030,2020/1,economics,Economics,Stage Two Modules,15.0,1,Economics and Ethics,15.0,120.0,32.0,118.0,0.0,20.0,0.0,80.0,2.0,5.0,No,30/04/2015,10/08/2020,True,BEE,2,UG Year 2,ESE,150.0,0.21333333333333335,2.0,False
BEE2031,2020/1,economics,Economics,Stage Two Modules,15.0,1,Econometrics,15.0,280.0,22.0,128.0,0.0,0.0,100.0,0.0,3.0,5.0,No,01/03/2016,28/09/2020,True,BEE,2,UG Year 2,ESE,150.0,0.14666666666666667,1.0,False
BEE2032,2020/1,economics,Economics,Stage Two Modules,15.0,2,Applied Econometrics,15.0,60.0,32.0,118.0,0.0,20.0,0.0,80.0,2.0,5.0,No,01/09/2014,20/02/2019,True,BEE,2,UG Year 2,ESE,150.0,0.21333333333333335,2.0,False
BEE2033,2020/1,economics,Economics,Stage Two Modules,15.0,1,Public Finance,15.0,,27.0,123.0,0.0,100.0,0.0,0.0,2.0,5.0,Yes,01/09/1976,26/08/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,1.0,False
BEE2034,2020/1,economics,Economics,Stage Two Modules,15.0,1,Environmental Economics,15.0,50.0,27.0,123.0,0.0,30.0,70.0,0.0,2.0,5.0,No,09/02/2018,14/09/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,2.0,False
BEE2035,2020/1,economics,Economics,Stage Two Modules,15.0,2,Family Economics and Policy,15.0,,28.0,122.0,0.0,0.0,100.0,0.0,2.0,5.0,Yes,09/03/2018,03/09/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18666666666666668,1.0,False
BEE2037,2020/1,economics,Economics,Stage Two Modules,15.0,1,Money and Banking,15.0,280.0,27.0,123.0,0.0,40.0,60.0,0.0,3.0,5.0,Yes,15/03/2018,03/09/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,2.0,False
BEE2038,2020/1,economics,Economics,Stage Two Modules,15.0,1,Intermediate Microeconomics,15.0,400.0,27.0,123.0,0.0,30.0,70.0,0.0,2.0,5.0,Yes,11/03/2019,14/08/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,2.0,False
BEE2039,2020/1,economics,Economics,Stage Two Modules,15.0,2,Intermediate Macroeconomics,15.0,400.0,27.0,113.0,,30.0,70.0,0.0,4.0,5.0,No,01/09/2010,11/08/2020,True,BEE,2,UG Year 2,ESE,140.0,0.19285714285714287,2.0,False
BEE2040,2020/1,economics,Economics,Stage Two Modules,15.0,1,The Economics of Financial Crises,15.0,340.0,40.0,110.0,0.0,20.0,80.0,0.0,2.0,5.0,No,25/02/2020,18/11/2020,True,BEE,2,UG Year 2,ESE,150.0,0.26666666666666666,2.0,False
BEE2041,2020/1,economics,Economics,Stage Two Modules,15.0,2,Data Science in Economics,15.0,150.0,27.0,123.0,0.0,100.0,0.0,0.0,2.0,5.0,No,25/02/2020,09/03/2020,True,BEE,2,UG Year 2,ESE,150.0,0.18,1.0,False
BEE3015,2020/1,economics,Economics,Stage Three Modules,30.0,1 and 2,Econometric Analysis,30.0,20.0,40.0,260.0,0.0,30.0,70.0,0.0,7.0,6.0,No,01/09/1998,27/07/2020,True,BEE,3,UG Year 3,ESE,300.0,0.13333333333333333,2.0,False
BEE3019,2020/1,economics,Economics,Stage Three Modules,15.0,1,Law and Economics,15.0,50.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,6.0,Yes,26/02/2015,05/08/2020,True,BEE,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
BEE3032,2020/1,economics,Economics,Stage Three Modules,15.0,2,Futures and Options,15.0,40.0,25.0,125.0,0.0,10.0,90.0,0.0,2.0,6.0,No,01/07/2012,24/07/2018,True,BEE,3,UG Year 3,ESE,150.0,0.16666666666666666,2.0,False
BEE3034,2020/1,economics,Economics,Stage Three Modules,15.0,1,Financial Markets and Decisions 2,15.0,100.0,20.0,130.0,0.0,20.0,80.0,0.0,2.0,6.0,No,01/09/2007,05/08/2020,True,BEE,3,UG Year 3,ESE,150.0,0.13333333333333333,2.0,False
BEE3042,2020/1,economics,Economics,Stage Three Modules,15.0,1,International Political Economy,15.0,75.0,25.0,125.0,0.0,20.0,80.0,0.0,2.0,6.0,Yes,01/09/2005,23/07/2020,True,BEE,3,UG Year 3,ESE,150.0,0.16666666666666666,2.0,False
BEE3045,2020/1,economics,Economics,Stage Three Modules,15.0,1,International Economics,15.0,121.0,25.0,125.0,0.0,50.0,50.0,0.0,2.0,6.0,Yes,01/09/2007,18/11/2020,True,BEE,3,UG Year 3,ESE,150.0,0.16666666666666666,2.0,False
BEE3047,2020/1,economics,Economics,Stage Three Modules,15.0,2,Public Economics 1,15.0,100.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,6.0,No,01/09/2007,24/01/2018,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3049,2020/1,economics,Economics,Stage Three Modules,15.0,2,"Behaviour, Decisions and Markets",15.0,100.0,27.0,123.0,0.0,50.0,50.0,0.0,3.0,6.0,No,01/09/2008,08/09/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3052,2020/1,economics,Economics,Stage Three Modules,15.0,1,Development Economics,15.0,100.0,25.0,125.0,0.0,20.0,80.0,0.0,2.0,6.0,No,01/09/2011,18/11/2020,True,BEE,3,UG Year 3,ESE,150.0,0.16666666666666666,2.0,False
BEE3053,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economic Growth,15.0,197.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,6.0,No,01/09/2011,14/08/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3054,2020/1,economics,Economics,Stage Three Modules,15.0,2,Advanced Mathematics for Economists,15.0,30.0,33.0,117.0,0.0,0.0,100.0,0.0,2.0,6.0,Yes,01/09/2011,14/12/2020,True,BEE,3,UG Year 3,ESE,150.0,0.22,1.0,False
BEE3057,2020/1,economics,Economics,Stage Three Modules,15.0,1,Labour Economics,15.0,30.0,28.0,122.0,0.0,0.0,100.0,0.0,2.0,6.0,No,17/02/2020,16/09/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18666666666666668,1.0,False
BEE3058,2020/1,economics,Economics,Stage Three Modules,15.0,2,Political Economics,15.0,,27.0,123.0,0.0,20.0,80.0,0.0,2.0,6.0,No,September 2012,10/12/12,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3059,2020/1,economics,Economics,Stage Three Modules,15.0,2,Asset Pricing,15.0,140.0,27.0,123.0,0.0,10.0,90.0,0.0,3.0,6.0,No,16/03/2015,09/10/2017,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3062,2020/1,economics,Economics,Stage Three Modules,15.0,1,Applied Economics for Business,15.0,,27.0,123.0,0.0,30.0,0.0,70.0,2.0,6.0,No,10/07/2015,08/09/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3063,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economics of Management Strategy,15.0,150.0,24.0,126.0,0.0,25.0,70.0,5.0,3.0,6.0,No,14/03/2018,08/11/2018,True,BEE,3,UG Year 3,ESE,150.0,0.16,3.0,False
BEE3065,2020/1,economics,Economics,Stage Three Modules,15.0,2,Causal Effects in Economics,15.0,50.0,32.0,118.0,0.0,15.0,85.0,0.0,2.0,6.0,Yes,28/02/2018,14/08/2020,True,BEE,3,UG Year 3,ESE,150.0,0.21333333333333335,2.0,False
BEE3066,2020/1,economics,Economics,Stage Three Modules,15.0,1,Machine Learning for Economics,15.0,40.0,27.0,123.0,,100.0,0.0,0.0,2.0,6.0,No,11/03/2019,11/03/2019,True,BEE,3,UG Year 3,ESE,150.0,0.18,1.0,False
BEE3068,2020/1,economics,Economics,Stage Three Modules,30.0,,Economics Dissertation,30.0,50.0,5.0,295.0,,100.0,0.0,0.0,1.0,6.0,No,18/07/2019,18/11/2020,True,BEE,3,UG Year 3,ESE,300.0,0.016666666666666666,1.0,False
BEE3069,2020/1,economics,Economics,Stage Three Modules,15.0,2,Behavioural Economics: Theory and Practice,15.0,100.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,6.0,No,07/02/2020,09/03/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3070,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economic Analysis and Pandemics,15.0,75.0,27.0,123.0,,65.0,0.0,35.0,4.0,6.0,No,15/07/2020,15/07/2020,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
BEE3109,2020/1,economics,Economics,Stage Three Modules,15.0,1,"Bitcoin, Money and Trust",15.0,60.0,27.0,123.0,0.0,90.0,0.0,10.0,3.0,6.0,No,11/07/2018,11/07/2018,True,BEE,3,UG Year 3,ESE,150.0,0.18,2.0,False
EAS1032,2020/1,english,English,Stage One Modules,30.0,1 and 2,Approaches to Criticism,30.0,300.0,67.0,232.0,0.0,55.0,45.0,0.0,3.0,4.0,No,2011,05/03/2020,True,EAS,1,UG Year 1,HASS,299.0,0.22408026755852842,2.0,False
EAS1035,2020/1,english,English,Stage One Modules,30.0,1,Beginnings: English Literature before 1800,30.0,282.0,44.0,256.0,0.0,25.0,65.0,10.0,3.0,4.0,No,2011,10/07/2020,True,EAS,1,UG Year 1,HASS,300.0,0.14666666666666667,3.0,False
EAS1037,2020/1,english,English,Stage One Modules,15.0,2,The Novel,15.0,179.0,27.0,122.0,0.0,90.0,0.0,10.0,2.0,4.0,No,2011,06/07/2020,True,EAS,1,UG Year 1,HASS,149.0,0.18120805369127516,2.0,False
EAS1038,2020/1,english,English,Stage One Modules,15.0,2,The Poem,15.0,260.0,26.0,123.0,0.0,40.0,50.0,10.0,3.0,4.0,No,01/01/2011,13/07/2020,True,EAS,1,UG Year 1,HASS,149.0,0.174496644295302,3.0,False
EAS1040,2020/1,english,English,Stage One Modules,15.0,1 and 2,Academic English,15.0,,33.0,117.0,0.0,100.0,0.0,0.0,4.0,4.0,No,May 2013,13/07/2020,True,EAS,1,UG Year 1,HASS,150.0,0.22,1.0,False
EAS1041,2020/1,english,English,Stage One Modules,15.0,2,Rethinking Shakespeare,15.0,145.0,30.0,119.0,0.0,90.0,0.0,10.0,2.0,4.0,No,01/02/2010,05/03/2020,True,EAS,1,UG Year 1,HASS,149.0,0.20134228187919462,2.0,False
EAS1042,2020/1,english,English,Stage One Modules,30.0,1,Write after Reading,30.0,30.0,33.0,267.0,0.0,95.0,0.0,5.0,4.0,4.0,No,01/10/2019,14/07/2020,True,EAS,1,UG Year 1,HASS,300.0,0.11,2.0,False
EAS1044,2020/1,english,English,Stage One Modules,15.0,2,Imagine This: Prompts for Creative Writing,15.0,30.0,22.0,128.0,0.0,90.0,0.0,10.0,2.0,4.0,No,01/10/2019,27/06/2020,True,EAS,1,UG Year 1,HASS,150.0,0.14666666666666667,2.0,False
EAS2026,2020/1,english,English,Stage Two Modules,30.0,1,Desire and Power: English Literature 1570-1640,30.0,148.0,38.0,262.0,0.0,45.0,45.0,10.0,3.0,5.0,No,01/10/2011,07/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.12666666666666668,3.0,False
EAS2029,2020/1,english,English,Stage Two Modules,30.0,2,Revolutions and Evolutions 19C Writings,30.0,90.0,39.0,261.0,0.0,50.0,50.0,0.0,3.0,5.0,No,01/01/2012,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13,2.0,False
EAS2031,2020/1,english,English,Stage Two Modules,30.0,1,Creative Writing: Building a Story,30.0,95.0,40.0,260.0,0.0,100.0,0.0,0.0,3.0,5.0,No,27/02/2017,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13333333333333333,1.0,False
EAS2032,2020/1,english,English,Stage Two Modules,30.0,1,Creative Writing: Making a Poem,30.0,50.0,40.0,260.0,0.0,90.0,0.0,10.0,3.0,5.0,No,27/02/2017,14/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13333333333333333,2.0,False
EAS2033,2020/1,english,English,Stage Two Modules,15.0,2,British Cultures: The Exeter Seminar,15.0,15.0,40.0,110.0,0.0,100.0,0.0,0.0,3.0,5.0,No,01/05/2018,13/08/2020,True,EAS,2,UG Year 2,HASS,150.0,0.26666666666666666,1.0,False
EAS2035,2020/1,english,English,Stage Two Modules,30.0,1,Serious Play: Creative Writing Workshop,30.0,16.0,33.0,267.0,0.0,90.0,0.0,10.0,3.0,5.0,No,20/06/2019,14/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.11,2.0,False
EAS2036,2020/1,english,English,Stage Two Modules,30.0,1,Theatrical Cultures in Early Modern England,30.0,50.0,53.0,247.0,0.0,40.0,40.0,20.0,4.0,5.0,No,2012,20/08/2020,True,EAS,2,UG Year 2,HASS,300.0,0.17666666666666667,3.0,False
EAS2071,2020/1,english,English,Stage Two Modules,30.0,1,Chaucer and His Contemporaries,30.0,45.0,40.0,260.0,0.0,45.0,45.0,10.0,3.0,6.0,No,01/10/2011,05/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13333333333333333,3.0,False
EAS2080,2020/1,english,English,Stage Two Modules,30.0,2,Renaissance and Revolution,30.0,114.0,41.0,259.0,0.0,45.0,45.0,10.0,3.0,5.0,No,01/10/2011,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13666666666666666,3.0,False
EAS2089,2020/1,english,English,Stage Two Modules,30.0,1,"Creative Industries: Their Past, Our Future",30.0,30.0,44.0,256.0,0.0,100.0,0.0,0.0,3.0,5.0,No,12/12/2016,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.14666666666666667,1.0,False
EAS2090,2020/1,english,English,Stage Two Modules,30.0,2,Humanities after the Human: Further Adventures in Critical Theory,30.0,80.0,38.0,261.0,0.0,45.0,45.0,10.0,3.0,5.0,No,01/12/2015,27/07/2020,True,EAS,2,UG Year 2,HASS,299.0,0.12709030100334448,3.0,False
EAS2102,2020/1,english,English,Stage Two Modules,30.0,2,Satire and the City: English Literature 1660-1750,30.0,70.0,39.0,261.0,0.0,90.0,0.0,10.0,3.0,5.0,No,01/10/2011,10/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13,2.0,False
EAS2103,2020/1,english,English,Stage Two Modules,30.0,1,Modernism and Modernity: Literature 1900-1960,30.0,112.0,39.0,261.0,0.0,45.0,45.0,10.0,3.0,5.0,No,01/10/2011,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13,3.0,False
EAS2104,2020/1,english,English,Stage Two Modules,30.0,2,Crossing the Water: Transatlantic Literary Relations,30.0,45.0,38.0,261.0,0.0,55.0,45.0,0.0,3.0,5.0,No,01/01/2012,27/07/2020,True,EAS,2,UG Year 2,HASS,299.0,0.12709030100334448,2.0,False
EAS2106,2020/1,english,English,Stage Two Modules,30.0,2,Romanticism,30.0,45.0,39.0,261.0,0.0,55.0,45.0,0.0,3.0,5.0,No,17/01/2014,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.13,2.0,False
EAS2110,2020/1,english,English,Stage Two Modules,60.0,1,North American Study Term 1,60.0,14.0,0.0,0.0,600.0,100.0,0.0,0.0,1.0,5.0,No,01/07/2014,17/07/2019,True,EAS,2,UG Year 2,HASS,600.0,0.0,1.0,False
EAS2111,2020/1,english,English,Stage Two Modules,60.0,2,North American Study Term 2,60.0,14.0,0.0,0.0,600.0,100.0,0.0,0.0,1.0,5.0,No,01/07/2014,17/07/2019,True,EAS,2,UG Year 2,HASS,600.0,0.0,1.0,False
EAS2113,2020/1,english,English,Stage Two Modules,30.0,2,"Culture, Crisis and Ecology in a Postcolonial World",30.0,75.0,43.0,257.0,0.0,45.0,45.0,10.0,3.0,5.0,No,2016,27/07/2020,True,EAS,2,UG Year 2,HASS,300.0,0.14333333333333334,3.0,False
EAS3003,2020/1,english,English,Stage Three Modules,30.0,2,Dissertation,30.0,345.0,21.0,279.0,0.0,100.0,0.0,0.0,1.0,6.0,No,01/10/2011,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.07,1.0,False
EAS3100,2020/1,english,English,Stage Three Modules,30.0,2,Hardy and Women Who Did: the Coming of Modernity,30.0,15.0,32.0,267.0,0.0,100.0,0.0,0.0,4.0,6.0,No,01/10/2011,20/08/2020,True,EAS,3,UG Year 3,HASS,299.0,0.10702341137123746,1.0,False
EAS3122,2020/1,english,English,Stage Three Modules,30.0,2,Creative Writing Dissertation,30.0,38.0,21.0,279.0,0.0,100.0,0.0,0.0,2.0,6.0,No,01/01/2011,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.07,1.0,False
EAS3128,2020/1,english,English,Stage Three Modules,30.0,2,Writing the Short Film,30.0,25.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,01/10/2011,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3167,2020/1,english,English,Stage Three Modules,30.0,1,James Joyce's Ulysses,30.0,15.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,01/10/2011,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3179,2020/1,english,English,Stage Three Modules,30.0,1,Life and Death in Early Modern Literature,30.0,145.0,37.0,263.0,0.0,50.0,50.0,0.0,3.0,6.0,No,07/03/2014,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.12333333333333334,2.0,False
EAS3181,2020/1,english,English,Stage Three Modules,30.0,1,Visual and Literary Cultures of Realism,30.0,15.0,33.0,267.0,0.0,65.0,0.0,35.0,2.0,6.0,No,01/01/2017,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,2.0,False
EAS3182,2020/1,english,English,Stage Three Modules,30.0,1,Encountering the Other in Medieval Literature,30.0,15.0,39.0,261.0,0.0,75.0,0.0,25.0,3.0,6.0,No,12/02/2018,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.13,2.0,False
EAS3191,2020/1,english,English,Stage Three Modules,30.0,2,Writing for Children and Young Adults,30.0,,33.0,267.0,0.0,100.0,0.0,0.0,2.0,6.0,No,09/02/2018,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3194,2020/1,english,English,Stage Three Modules,30.0,1,"Resource Fictions: Oil, Water and Conflict in the World-System",30.0,30.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,29/01/2018,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3195,2020/1,english,English,Stage Three Modules,30.0,1,Acts of Writing: From Decolonisation to Globalisation,30.0,150.0,45.0,255.0,0.0,45.0,45.0,10.0,3.0,6.0,No,01/10/2011,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.15,3.0,False
EAS3196,2020/1,english,English,Stage Three Modules,30.0,1,"Charles Dickens: Novelist, Journalist and Reformer",30.0,15.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,13/02/2018,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3198,2020/1,english,English,Stage Three Modules,30.0,2,The Death of the Novel,30.0,15.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,14/01/2018,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3219,2020/1,english,English,Stage Three Modules,30.0,1,"Virginia Woolf: Fiction, Feeling, Form",30.0,18.0,33.0,267.0,0.0,100.0,0.0,0.0,2.0,6.0,No,11/01/2013,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3225,2020/1,english,English,Stage Three Modules,30.0,1,"'Reader, I Married Him': The Evolution of Romance Fiction from 1740 to the Present",30.0,30.0,46.0,254.0,0.0,100.0,0.0,0.0,3.0,6.0,No,19/01/2013,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.15333333333333332,1.0,False
EAS3228,2020/1,english,English,Stage Three Modules,30.0,2,Romance from Chaucer to Shakespeare,30.0,15.0,39.0,261.0,0.0,100.0,0.0,0.0,2.0,6.0,No,Jan 2013,09/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.13,1.0,False
EAS3234,2020/1,english,English,Stage Three Modules,30.0,1,Citizens of the World,30.0,80.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,01/12/2014,08/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3235,2020/1,english,English,Stage Three Modules,30.0,2,American Modern,30.0,16.0,33.0,267.0,0.0,100.0,0.0,0.0,2.0,6.0,No,01/01/2015,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3237,2020/1,english,English,Stage Three Modules,30.0,2,The Rise of Science,30.0,15.0,33.0,267.0,0.0,90.0,0.0,10.0,4.0,6.0,No,20/01/2015,27/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,2.0,False
EAS3241,2020/1,english,English,Stage Three Modules,30.0,1,Harlem and After: African American Literature 1925-present,30.0,15.0,33.0,267.0,0.0,100.0,0.0,0.0,2.0,6.0,No,08/12/2014,28/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
EAS3245,2020/1,english,English,Stage Three Modules,30.0,2,The 21st Century Museum,30.0,,35.0,265.0,0.0,100.0,0.0,0.0,2.0,6.0,No,,02/11/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11666666666666667,1.0,False
EAS3252,2020/1,english,English,Stage Three Modules,30.0,2,"Poison, Filth, Trash: Modernism, Censorship and Resistance",30.0,15.0,66.0,234.0,0.0,100.0,0.0,0.0,3.0,6.0,No,01/01/2020,28/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.22,1.0,False
EAS3408,2020/1,english,English,Stage Three Modules,30.0,1,Poetry and Politics,30.0,32.0,44.0,256.0,0.0,100.0,0.0,0.0,2.0,6.0,Yes,08/02/2018,28/07/2020,True,EAS,3,UG Year 3,HASS,300.0,0.14666666666666667,1.0,False
EAS3409,2020/1,english,English,Stage Three Modules,30.0,1,"Ghosts, Witches and Demons: the Renaissance Supernatural",30.0,15.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,25/01/2016,05/03/2020,True,EAS,3,UG Year 3,HASS,300.0,0.11,1.0,False
GEO1105,2020/1,geography,Geography,Stage One Modules,15.0,2,"Geographies of Place, Identity and Culture",15.0,245.0,22.0,128.0,0.0,0.0,100.0,0.0,1.0,4.0,No,01/05/2009,16/01/2020,True,GEO,1,UG Year 1,ESE,150.0,0.14666666666666667,1.0,False
GEO1106,2020/1,geography,Geography,Stage One Modules,15.0,1,Geographies of Global Change,15.0,250.0,20.0,130.0,0.0,100.0,0.0,0.0,1.0,4.0,No,01/08/2011,13/07/2020,True,GEO,1,UG Year 1,ESE,150.0,0.13333333333333333,1.0,False
GEO1211,2020/1,geography,Geography,Stage One Modules,15.0,2,Earth System Science: The History of Our Planet,15.0,220.0,33.0,117.0,0.0,0.0,100.0,0.0,1.0,4.0,No,23/07/2014,14/07/2020,True,GEO,1,UG Year 1,ESE,150.0,0.22,1.0,False
GEO1213,2020/1,geography,Geography,Stage One Modules,15.0,1,Earth System Science: Our Changing Planet,15.0,220.0,33.0,117.0,0.0,0.0,100.0,0.0,1.0,4.0,No,25/04/2017,14/07/2020,True,GEO,1,UG Year 1,ESE,150.0,0.22,1.0,False
GEO1309,2020/1,geography,Geography,Stage One Modules,15.0,1 and 2,Study Skills for Human Geographers,15.0,155.0,13.0,137.0,0.0,60.0,0.0,40.0,3.0,4.0,No,01/08/2011,13/07/2020,True,GEO,1,UG Year 1,ESE,150.0,0.08666666666666667,2.0,False
